likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,ips_likert_nang_dong,ips_likert_huong_noi,ips_likert_sang_tao,ips_likert_logic,ips_likert_to_mo,ips_likert_thi_nghiem,ips_likert_moi_truong,ips_likert_dinh_duong,ips_likert_tranh_luan,ips_likert_thiet_ke,likert_tb,likert_dolech,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,z_diem_Van,z_diem_Dia,z_diem_Anh,z_diem_Toan,z_diem_Gdktpl,z_diem_Tin,z_diem_Su,z_diem_Ly,z_diem_Hoa,z_diem_Sinh,diem_tb,diem_lech,z_tb,z_max,th_A00,th_A01,th_B00,th_B08,th_C00,th_C01,th_C02,th_C03,th_D01,th_D07,th_D09,th_D14,th_D15,th_X01,th_X26,gioi_tinh_nam,muc_tieu,ma_nganh,ma_nhom,nguon,rui_ro_vong_tron,sample_weight
2.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,-1.2999999999999998,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,1.7000000000000002,0.7000000000000002,0.7000000000000002,-0.2999999999999998,-0.2999999999999998,3.3,0.7810249675906654,7.25,,8.0,7.8,,,,,,,0.2623523999463482,,0.6045271246276667,0.511295273120959,,,,,,,7.683333333333334,0.75,0.4593915992316579,0.6045271246276667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7810201,4,ttth,0,1.0
1.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,-2.8,1.2000000000000002,-0.7999999999999998,1.2000000000000002,1.2000000000000002,1.2000000000000002,0.2000000000000001,0.2000000000000001,-0.7999999999999998,-0.7999999999999998,3.8,1.24899959967968,,,7.2,7.75,,,,7.4,,,,,-0.1673170292840685,0.4523527343838736,,,,0.2387606210211768,,,7.45,0.5499999999999998,0.1745987753736606,0.4523527343838736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7480201,0,ttth,0,1.0
5.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,2.4,-1.6,1.4,1.4,-0.6000000000000001,-1.6,-1.6,-1.6,1.4,0.3999999999999999,2.6,1.4966629547095769,9.2,,8.0,7.25,,,,,,,2.014070876978195,,0.6045271246276667,-0.137072652986982,,,,,,,8.15,1.9499999999999993,0.8271751162062931,2.014070876978195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7340115,1,ttth,0,1.0
5.0,1.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,1.1,-2.9,-0.8999999999999999,-0.8999999999999999,-1.9,1.1,1.1,1.1,1.1,1.1,3.9,1.4456832294800963,,,,6.75,,,,6.75,6.2,,,,,-0.7264980403578377,,,,-0.4652223323598006,-1.46239119187499,,6.566666666666666,0.5499999999999998,-0.8847038548642093,-0.4652223323598006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7460108,0,ttth,0,1.0
3.0,3.0,4.0,5.0,5.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,-2.0,-1.0,-1.0,1.0,-2.0,3.0,1.4142135623730951,,,,7.75,,,,7.75,8.2,,,,,0.4523527343838736,,,,0.6178283651493949,0.9859957544218686,,7.9,0.4499999999999993,0.6853922846517123,0.9859957544218686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7480201,0,ttth,0,1.0
3.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,3.0,2.0,-0.1,-0.1,-1.1,-0.1,1.9,-0.1,-1.1,1.9,-0.1,-1.1,3.1,1.044030650891055,,,5.8,5.75,,,,9.2,,,,,-1.518044298629606,-1.9053488150995492,,,,2.1882518765377275,,,6.916666666666667,3.4499999999999993,-0.4117137457304758,2.1882518765377275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7819010,4,ttth,0,1.0
5.0,2.0,4.0,3.0,5.0,4.0,4.0,1.0,2.0,4.0,1.6,-1.4,0.6000000000000001,-0.3999999999999999,1.6,0.6000000000000001,0.6000000000000001,-2.4,-1.4,0.6000000000000001,3.4,1.2806248474865698,7.2,,7.4,9.0,,,,,,,0.2174365415609164,,0.0256440091938654,1.9259162028110128,,,,,,,7.866666666666667,1.7999999999999998,0.7229989178552648,1.9259162028110128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7220201,8,ttth,0,1.0
4.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,0.6000000000000001,0.6000000000000001,1.6,-1.4,1.6,-1.4,-1.4,-1.4,0.6000000000000001,0.6000000000000001,3.4,1.2,7.25,,8.8,7.6,,,,,,,0.2623523999463482,,1.3763712785394029,0.2755251181726165,,,,,,,7.883333333333333,1.5500000000000007,0.6380829322194558,1.3763712785394029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7220201,8,ttth,0,1.0
5.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,1.5,-0.5,1.5,1.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.5,3.5,1.02469507659596,6.0,,7.8,8.5,,,,,,,-0.8605440596894514,,0.4115660861497326,1.3364908154401571,,,,,,,7.433333333333334,2.5,0.2958376139668128,1.3364908154401571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7340115,1,ttth,0,1.0
3.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,2.0,4.0,0.2000000000000001,0.2000000000000001,0.2000000000000001,1.2000000000000002,0.2000000000000001,1.2000000000000002,-1.7999999999999998,-1.7999999999999998,-0.7999999999999998,1.2000000000000002,2.8,1.077032961426901,7.75,,8.0,7.8,,,,,,,0.7115109838006681,,0.6045271246276667,0.511295273120959,,,,,,,7.85,0.25,0.6091111271830979,0.7115109838006681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7340201,2,ttth,0,1.0
