likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Toan,diem_Ly,diem_Hoa,diem_Anh,diem_Van,diem_Su,diem_Sinh,diem_Dia,diem_Gdktpl,diem_Tin,diem_tb_z,diem_max_z,diem_min_z,gioi_tinh_ma,muc_tieu_ma,to_hop_A00,to_hop_A01,to_hop_B00,to_hop_B08,to_hop_C00,to_hop_C01,to_hop_C02,to_hop_C03,to_hop_D01,to_hop_D07,to_hop_D09,to_hop_D14,to_hop_D15,to_hop_X01,to_hop_X26,nhom_to_hop_TN,nhom_to_hop_XH,nhom_to_hop_HH
3,5,5,4,4,4,5,4,5,4,7.8,,,8.4,7.25,,,,,,0.6504123744661687,1.0425019060013114,0.32684544359731843,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,3,4,3,5,3,5,3,4,5.75,,,6.0,6.4,,,,,,-1.122998164824988,-0.4230914558399935,-1.765957761253068,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,2,4,2,3,2,4,3,2,7.0,8.25,7.4,,,,,,,,0.33982613416299934,1.1975270551291362,-0.3343434106110286,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,3,2,2,1,1,2,1,3,8.75,,,8.0,6.6,,,,,,0.6984583358653381,1.6699166802878262,-0.24663571479592067,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,4,5,4,5,5,5,5,5,,,,6.75,5.5,,,6.8,,,-0.43603552586417127,0.394466245520459,-1.2171422905383245,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,1,1,1,2,1,1,5,3,2,7.4,,,8.2,7.5,,,,,,0.5094954251831812,0.8572979740527094,0.1237731815944243,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,1,1,3,1,1,3,2,1,7.8,8.0,7.25,,,,,,,,0.5024252729477982,0.9385903735824647,-0.013204328538946613,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,3,3,4,2,2,5,4,3,7.8,,,7.8,8.0,,,,,,0.6857781188226593,0.9885544725125939,0.4868901101555075,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,2,2,1,1,1,2,1,2,7.75,7.5,7.6,,,,,,,,0.4425452500824405,0.5246251997741949,0.38229353998400495,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,4,2,5,4,5,4,5,4,8.75,8.0,7.6,,,,,,,,0.9969335312847653,1.6699166802878262,0.38229353998400495,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,4,4,5,5,5,4,3,4,7.0,,,7.2,6.2,,,,,,-0.33420409772846377,-0.06872168569029564,-0.5995471968840671,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,4,4,4,4,3,5,4,4,7.0,,,6.8,6.2,,,,,,-0.45767338569419797,-0.3343434106110286,-0.5995471968840671,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,4,4,3,5,3,4,5,4,4,8.5,,,7.2,6.4,,,,,,0.2972602228763764,1.3835938101594183,-0.4230914558399935,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,4,4,4,3,4,4,5,2,2,8.4,6.5,8.5,,,,,,,,0.6844410018178385,1.3992880590430248,-0.6150297156975646,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,4,5,5,5,4,5,5,5,5,7.5,7.75,8.2,,,,,,,,0.6594153025683104,1.060289886023351,0.23830232964578701,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,1,3,2,2,1,2,5,2,3,8.25,,,7.6,6.0,,,,,,0.207651393436592,1.0972709400310106,-0.7760029379281408,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,2,2,4,3,3,4,3,3,6.25,,,6.0,7.6,,,,,,-0.5792047693179027,0.6356429904244467,-1.1933120209962522,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,2,3,3,2,3,4,2,4,7.25,,,5.8,6.4,,,,,,-0.6120870685510394,-0.04802054048262081,-1.3651492093305042,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,3,4,4,4,4,3,4,4,4,8.0,,,8.6,6.25,,,,,,0.4944068820764886,1.227705837949912,-0.555433261623049,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,2,3,2,2,1,3,1,2,7.25,7.25,7.4,,,,,,,,0.0900181821435732,0.16178032894245006,-0.04802054048262081,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,5,5,4,3,5,5,4,5,5.25,6.0,7.2,,,,,,,,-1.1804035347810056,-0.06970402404222527,-2.3386035015098834,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,3,3,3,4,2,3,4,4,4,7.4,,,9.0,7.75,,,,,,0.8299572265496803,1.5981137018471145,0.1237731815944243,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,3,3,5,3,3,4,5,4,4,7.5,,,7.4,7.2,,,,,,0.2125053614134643,0.28273150833630023,0.11648224625830568,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,3,3,3,2,2,2,3,2,7.0,8.25,8.2,,,,,,,,0.6411578435138195,1.1975270551291362,-0.3343434106110286,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2,2,3,2,2,3,4,3,2,7.4,,,8.0,8.0,,,,,,0.5948072320703757,0.9885544725125939,0.1237731815944243,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,3,4,4,4,4,3,5,5,5,,,,7.25,6.75,,,4.8,,,-0.4321925870744459,-0.022420702703145525,-1.159863149507327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5,3,4,3,4,4,4,4,4,3,7.0,,,7.6,4.8,,,,,,-0.6224648721989013,0.3016861782069062,-1.8347373841925816,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,2,2,2,2,3,4,3,2,8.25,,,7.0,5.2,,,,,,-0.21282685990410696,1.0972709400310106,-1.4818259021044344,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,4,2,4,3,3,4,2,2,6.0,,,6.6,6.2,,,,,,-0.9011718565149422,-0.5995471968840671,-1.47963489112466,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,2,1,3,1,2,4,4,3,7.75,8.0,7.6,,,,,,,,0.6151697044468881,0.9385903735824647,0.38229353998400495,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,3,2,3,2,2,3,3,3,6.75,8.75,7.2,,,,,,,,0.3416767044802725,1.7154004182224794,-0.6206662807394365,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,3,2,3,2,2,4,4,3,8.0,5.75,,9.4,,,,,,,0.4625432917697803,1.9685215657443174,-1.3918397603375792,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,1,1,3,1,1,3,2,2,7.0,,,7.6,5.2,,,,,,-0.5048277115028523,0.3016861782069062,-1.4818259021044344,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,3,3,4,3,3,4,4,3,7.25,7.25,7.6,,,,,,,,0.16535110948127807,0.38229353998400495,-0.04802054048262081,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,4,2,3,1,1,3,3,3,7.0,,,7.2,9.25,,,,,,0.5627792525789096,2.091402854038053,-0.3343434106110286,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,2,3,4,4,3,4,5,4,2,7.0,,,7.2,9.2,,,,,,0.5480746074919033,2.047288918777034,-0.3343434106110286,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,1,1,2,1,1,5,1,1,8.25,,,7.8,6.0,,,,,,0.26938603741945905,1.0972709400310106,-0.7760029379281408,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,5,4,4,5,5,5,5,4,5,7.75,,,7.6,7.6,,,,,,0.4873181228018493,0.6356429904244467,0.3016861782069062,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,4,3,4,4,2,4,4,3,6.0,8.0,6.8,,,,,,,,-0.35424870187021734,0.9385903735824647,-1.47963489112466,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2,3,2,3,1,1,4,3,4,7.6,,,6.6,7.75,,,,,,0.16549426412285073,0.767984796207502,-0.6243334815360996,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,4,4,3,5,3,3,4,4,5,7.75,6.75,8.0,,,,,,,,0.33427442321117934,0.8342911040102362,-0.356093034150893,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,3,3,3,1,1,2,3,2,7.2,,,8.0,7.5,,,,,,0.371408015832739,0.6720940421041088,-0.10528511450830218,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,5,4,5,4,3,5,4,4,8.2,,,7.8,6.75,,,,,,0.47086752238265683,1.0400063660053283,-0.11429390901286525,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,2,3,4,1,2,5,3,1,7.6,,,6.2,8.0,,,,,,0.11554820159214736,0.9885544725125939,-0.9947413454333015,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,2,3,2,1,2,4,3,1,,,,7.5,7.25,,,6.4,,,0.20651000744827552,0.32684544359731843,0.08360036651490221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5,1,3,2,3,1,1,4,2,2,,,,7.25,6.75,,,6.0,,,-0.12132670806888868,-0.022420702703145525,-0.22726551249065527,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5,3,3,3,5,2,4,5,4,5,7.0,,,7.0,5.2,,,,,,-0.6900316434514533,-0.253925617638897,-1.4818259021044344,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,4,4,4,3,3,4,4,2,6.25,,,6.8,6.6,,,,,,-0.6263590951265571,-0.24663571479592067,-1.1933120209962522,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,2,3,3,3,2,5,2,3,7.5,,,6.6,4.6,,,,,,-0.7990747590423227,0.23830232964578701,-2.0111931252366553,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,5,5,4,4,4,5,3,4,5,6.75,,,6.2,8.6,,,,,,-0.03249531017597462,1.517921695644814,-0.9947413454333015,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,3,4,4,2,2,5,3,4,7.25,6.0,7.6,,,,,,,,-0.26621002642984115,0.38229353998400495,-1.1329030787909076,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,2,2,3,1,1,3,2,1,6.0,6.75,7.4,,,,,,,,-0.5598110557682209,0.15629475797089035,-1.47963489112466,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,2,3,4,1,3,4,3,2,,,,7.5,7.0,,,6.8,,,0.23660874168176385,0.394466245520459,0.10627576729222658,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5,1,3,4,4,5,3,5,4,4,,,,7.5,6.5,,,6.8,,,0.08956229081170262,0.394466245520459,-0.33486358531795707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,2,1,2,2,1,2,5,2,2,7.0,,,8.0,7.25,,,,,,0.2215320250301329,0.6720940421041088,-0.3343434106110286,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,3,3,5,4,3,5,4,3,5.25,8.0,7.2,,,,,,,,-0.4899057173232147,0.9385903735824647,-2.3386035015098834,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,4,3,3,3,1,3,2,1,6.75,,,6.0,4.6,,,,,,-1.2706015611193315,-0.6206662807394365,-2.0111931252366553,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,3,3,4,2,3,4,3,4,6.0,7.5,6.8,,,,,,,,-0.526873156234665,0.4207170104891216,-1.47963489112466,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,5,3,3,3,4,3,4,4,7.25,,,6.8,4.4,,,,,,-0.8915996521169491,-0.04802054048262081,-2.1876488662807283,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,3,3,3,4,3,4,4,4,5.5,6.75,6.6,,,,,,,,-1.0520246785379803,-0.356093034150893,-2.0522806313814757,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2,4,4,4,2,2,4,4,3,7.4,,,8.6,7.25,,,,,,0.5594414877138849,1.227705837949912,0.1237731815944243,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,2,2,2,2,2,4,2,2,,,,6.0,7.25,,,5.4,,,-0.5155547215945251,0.32684544359731843,-1.1799452773819028,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,1,2,2,3,1,1,4,1,1,5.75,6.25,6.4,,,,,,,,-1.2045411035306637,-0.8739663972442361,-1.765957761253068,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,4,3,2,3,3,5,3,4,,,,7.0,8.0,,,5.4,,,0.013688174624902016,0.9885544725125939,-0.6935643309989908,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,5,4,3,4,4,5,4,4,5,6.25,,,7.6,5.6,,,,,,-0.6735134209352113,0.3016861782069062,-1.1933120209962522,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,4,3,3,2,2,3,4,3,,,,8.25,6.75,,,5.8,,,0.135535532011187,0.9035989570398603,-0.382698451993434,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5,4,2,3,2,3,3,4,3,3,8.0,7.0,6.75,,,,,,,,0.04519681124221534,0.8109480699026027,-0.5782012835717352,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,3,3,3,2,2,5,2,2,7.8,,,8.0,7.75,,,,,,0.6739895373704957,0.767984796207502,0.5818897737998763,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,1,1,1,2,1,1,4,1,1,6.75,7.8,,7.8,,,,,,,0.19922161925373275,0.7314410283451273,-0.6206662807394365,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,3,4,5,3,3,5,5,3,7.0,,,7.0,4.0,,,,,,-1.0429431255396002,-0.253925617638897,-2.5405603483688752,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,3,2,3,1,1,4,2,1,7.4,,,8.4,6.5,,,,,,0.2771371674259262,1.0425019060013114,-0.33486358531795707,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,1,2,3,1,1,5,2,2,7.25,,,6.4,5.0,,,,,,-0.8386131990386096,-0.04802054048262081,-1.6582816431485081,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,3,3,2,1,1,4,2,2,6.75,8.0,7.2,,,,,,,,0.08274002293360096,0.9385903735824647,-0.6206662807394365,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,3,1,4,3,1,3,2,2,8.0,,,6.4,7.8,,,,,,0.27116979596214097,0.8120987314685203,-0.8095374134847001,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,5,4,4,4,5,4,4,3,4,6.0,,,7.4,5.4,,,,,,-0.8895076019755717,0.11648224625830568,-1.47963489112466,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,4,4,2,3,3,3,3,4,5,,,,7.5,6.25,,,4.8,,,-0.5020707329659233,0.20908421223260593,-1.159863149507327,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,1,3,2,3,2,3,4,3,3,8.25,7.0,8.6,,,,,,,,0.837467345825457,1.512287450049582,-0.09715635260422148,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,1,1,2,1,1,5,2,2,7.25,7.25,6.0,,,,,,,,-0.43731230922036285,0.16178032894245006,-1.425696716120918,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,3,5,5,4,4,5,3,2,7.8,,,7.8,7.0,,,,,,0.39168521708253673,0.5818897737998763,0.10627576729222658,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,4,1,3,2,2,4,4,5,6.0,,,6.4,5.6,,,,,,-1.1393622415418827,-0.8095374134847001,-1.47963489112466,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,1,2,3,4,2,2,5,2,2,7.6,,,7.8,7.75,,,,,,0.535902128020053,0.767984796207502,0.35283147769714973,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,4,3,5,4,4,5,4,4,8.0,,,8.8,6.25,,,,,,0.556141526059356,1.412909769898514,-0.555433261623049,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,3,2,3,3,2,3,3,3,7.75,7.6,,7.2,,,,,,,0.32673173239722964,0.5246251997741949,-0.06872168569029564,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,1,3,3,1,1,4,2,1,7.0,,,8.2,7.25,,,,,,0.28326666901299974,0.8572979740527094,-0.3343434106110286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,1,1,1,1,1,4,1,3,7.5,7.4,,7.6,,,,,,,0.2857102819077155,0.3171423378704534,0.23830232964578701,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,3,3,5,3,3,3,3,3,8.2,,,6.8,7.0,,,,,,0.23571752790335218,1.0400063660053283,-0.4391295495874983,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,3,4,3,5,5,3,5,4,4,7.25,6.75,7.6,,,,,,,,-0.007273344883169626,0.38229353998400495,-0.356093034150893,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,3,3,3,1,1,2,2,2,7.75,8.0,7.6,,,,,,,,0.6151697044468881,0.9385903735824647,0.38229353998400495,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,3,4,4,3,3,4,4,3,5.75,6.25,7.2,,,,,,,,-0.903209394179843,-0.06970402404222527,-1.765957761253068,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,4,5,4,4,3,5,4,3,5.5,,,5.2,8.6,,,,,,-0.8183733136376562,1.517921695644814,-2.0522806313814757,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,2,3,3,2,2,4,3,4,6.0,,,8.2,5.8,,,,,,-0.524931865348055,0.8572979740527094,-1.47963489112466,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,3,5,4,5,4,5,4,5,4,6.0,,,6.8,6.6,,,,,,-0.7218000518360262,-0.24663571479592067,-1.47963489112466,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,3,3,5,4,3,5,4,3,,,,8.25,7.25,,,6.2,,,0.38620394254976737,0.9035989570398603,-0.07183257298787653,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5,4,3,3,5,3,3,4,4,4,,,,6.25,7.25,,,6.6,,,-0.1275205376103842,0.32684544359731843,-0.9484403624461514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,4,3,4,4,2,3,4,4,4,7.58,,,6.4,4.0,,,,,,-1.0067240379222326,0.32992564808687763,-2.5405603483688752,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,3,4,4,3,3,5,3,3,7.5,,,7.0,6.2,,,,,,-0.20505682829239236,0.23830232964578701,-0.5995471968840671,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,2,3,3,1,2,3,3,3,7.6,8.75,7.25,,,,,,,,0.6850091891268941,1.7154004182224794,-0.013204328538946613,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2,5,1,2,2,3,3,3,4,6.5,7.5,5.0,,,,,,,,-1.0139875888550727,0.4207170104891216,-2.5556906261864953,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,4,3,5,4,5,5,5,4,6.75,,,6.2,5.8,,,,,,-0.8559554350483175,-0.6206662807394365,-0.9947413454333015,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,3,2,4,3,2,5,4,3,8.0,7.25,7.75,,,,,,,,0.508173675112965,0.8109480699026027,0.16178032894245006,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,1,3,2,1,1,5,2,2,6.8,7.0,8.25,,,,,,,,0.15207717406955126,1.1167895815266304,-0.5634017067137551,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,3,2,3,1,2,5,2,4,6.75,,,7.4,8.2,,,,,,0.22027539302517862,1.1650102135566667,-0.6206662807394365,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,5,4,5,4,4,3,5,3,5,7.25,7.0,8.0,,,,,,,,0.2297047369744646,0.8342911040102362,-0.09715635260422148,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,3,4,4,4,3,5,3,3,8.0,,,8.8,6.5,,,,,,0.6296647514943866,1.412909769898514,-0.33486358531795707,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,2,2,2,2,1,3,2,1,7.2,7.25,,7.6,,,,,,,0.11939379754701802,0.3016861782069062,-0.10528511450830218,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,3,4,4,3,4,4,3,3,6.25,,,6.8,8.0,,,,,,-0.21462903269038555,0.9885544725125939,-1.1933120209962522,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,2,1,1,2,1,1,3,1,2,7.4,,,7.6,8.5,,,,,,0.6183843949747027,1.4296938251227775,0.1237731815944243,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,3,2,2,1,2,4,2,4,7.0,6.5,,9.0,,,,,,,0.21624685851284045,1.5981137018471145,-0.6150297156975646,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,5,3,5,4,3,5,5,4,6.75,7.5,7.2,,,,,,,,-0.08988443143084673,0.4207170104891216,-0.6206662807394365,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,3,3,4,2,3,5,4,3,7.75,7.5,7.2,,,,,,,,0.2918793954070304,0.5246251997741949,-0.06970402404222527,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,3,3,4,2,2,5,3,2,7.8,,,6.2,7.75,,,,,,0.11837774152469227,0.767984796207502,-0.9947413454333015,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,2,3,1,1,1,1,2,3,2,6.25,,,7.6,5.6,,,,,,-0.6735134209352113,0.3016861782069062,-1.1933120209962522,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,4,4,3,3,3,4,4,3,3,6.5,,,6.6,5.2,,,,,,-1.004382844836126,-0.6243334815360996,-1.4818259021044344,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,3,4,4,5,5,5,5,5,4,8.2,7.75,,7.6,,,,,,,0.6737820787493426,1.0400063660053283,0.3016861782069062,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,3,4,5,4,4,4,4,4,6.75,,,7.4,6.8,,,,,,-0.19145466941099262,0.11648224625830568,-0.6206662807394365,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,4,2,3,2,4,3,3,5,7.2,,,8.2,7.25,,,,,,0.3596194343805752,0.8572979740527094,-0.10528511450830218,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,2,4,4,4,2,2,4,4,3,7.5,,,7.4,6.8,,,,,,0.09486820071741521,0.23830232964578701,-0.07017997375184704,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,1,3,3,3,1,5,2,2,,,,6.0,7.75,,,5.2,,,-0.42031925055872343,0.767984796207502,-1.1799452773819028,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,1,1,1,1,1,1,4,1,1,6.5,,,7.2,6.6,,,,,,-0.4074488504513536,-0.06872168569029564,-0.9069891508678444,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,2,3,3,2,1,4,3,2,7.8,,,8.8,7.25,,,,,,0.7738816624319029,1.412909769898514,0.32684544359731843,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,4,4,4,3,3,4,5,4,,,,6.75,7.25,,,7.6,,,0.2858709715180811,1.0161980035315732,-0.4854305325746484,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,1,2,2,2,2,2,5,4,4,7.2,,,8.6,7.0,,,,,,0.40956549691127875,1.227705837949912,-0.10528511450830218,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,1,1,2,1,1,3,3,2,7.25,,,7.6,7.8,,,,,,0.3552547897309352,0.8120987314685203,-0.04802054048262081,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,4,5,4,5,4,5,5,5,4,7.75,8.5,7.4,,,,,,,,0.712461231473631,1.4564637366758078,0.15629475797089035,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,1,3,4,1,1,4,2,1,,,,7.5,6.0,,,4.6,,,-0.6274049382352135,0.20908421223260593,-1.3152960890101058,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,4,4,4,3,4,4,4,4,4,7.0,,,7.2,6.0,,,,,,-0.39302267807648833,-0.06872168569029564,-0.7760029379281408,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,2,2,4,3,3,1,4,3,2,6.75,7.25,8.0,,,,,,,,0.12513505073774991,0.8342911040102362,-0.6206662807394365,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
