likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,diem_Toan,diem_Ly,diem_Hoa,diem_Anh,diem_Van,diem_Su,diem_Sinh,diem_Dia,diem_Gdktpl,diem_Tin,diem_tb_z,diem_max_z,diem_min_z,gioi_tinh_ma,muc_tieu_ma,to_hop_A00,to_hop_A01,to_hop_B00,to_hop_B08,to_hop_C00,to_hop_C01,to_hop_C02,to_hop_C03,to_hop_D01,to_hop_D07,to_hop_D09,to_hop_D14,to_hop_D15,to_hop_X01,to_hop_X26,nhom_to_hop_TN,nhom_to_hop_XH,nhom_to_hop_HH
2,3,2,1,3,1,1,4,1,3,7.25,,,7.4,6.6,,,,,,-0.0593913363400786,0.11648224625830568,-0.24663571479592067,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,2,4,2,4,3,4,4,4,4,7.0,6.0,,8.0,,,,,,,-0.2650508157659424,0.6720940421041088,-1.1329030787909076,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,4,3,4,2,3,3,4,5,7.6,,,7.4,6.5,,,,,,0.04481671287916611,0.35283147769714973,-0.33486358531795707,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,2,4,5,4,3,2,3,3,4,7.0,,,3.2,6.25,,,,,,-1.554192332298799,-0.3343434106110286,-3.772800324662319,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,5,5,5,5,5,3,5,4,7.5,6.25,6.6,,,,,,,,-0.46112147922667374,0.23830232964578701,-0.8739663972442361,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,5,4,2,1,2,3,3,3,7.5,6.0,6.8,,,,,,,,-0.47210077907119236,0.23830232964578701,-1.1329030787909076,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2,4,4,3,1,1,1,3,3,7.6,6.75,,7.8,,,,,,,0.16120951790058807,0.4868901101555075,-0.356093034150893,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,5,4,4,3,2,4,4,3,5,6.25,4.5,7.6,,,,,,,,-1.1658472163610616,0.38229353998400495,-2.686523168070937,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,5,5,5,5,5,5,5,4,6.8,,,5.0,7.5,,,,,,-0.7073171746454178,0.5474151199024102,-2.1059649371249085,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,4,3,5,3,2,4,3,4,3,7.0,7.4,,7.6,,,,,,,0.09482836848877697,0.3171423378704534,-0.3343434106110286,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,4,3,5,4,4,5,5,5,7.75,4.75,7.2,,,,,,,,-0.6575551035974319,0.5246251997741949,-2.427586486524265,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,4,5,4,3,3,2,3,3,6.75,,,6.4,5.0,,,,,,-1.0294951124575482,-0.6206662807394365,-1.6582816431485081,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,4,2,2,1,1,1,3,3,6.8,,,6.2,5.75,,,,,,-0.8515718887934298,-0.5634017067137551,-0.9965726142332326,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,4,3,3,5,4,5,3,5,3,4.8,,,8.6,6.5,,,,,,-0.6537141383696876,1.227705837949912,-2.8539846677410177,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,4,3,3,3,1,2,3,3,7.2,6.5,,7.2,,,,,,,-0.26301217196538745,-0.06872168569029564,-0.6150297156975646,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,4,2,2,1,1,1,3,2,7.0,,,4.8,6.5,,,,,,-0.9867919550008319,-0.3343434106110286,-2.29116886907351,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,5,5,4,4,5,4,3,4,6.6,,,3.4,7.0,,,,,,-1.424593542745991,0.10627576729222658,-3.587596392713718,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,5,4,2,4,1,2,3,2,5,7.5,,,6.8,5.4,,,,,,-0.5020657936673573,0.23830232964578701,-1.3053701610603607,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,3,3,1,1,1,2,3,4,6.8,,,5.6,6.5,,,,,,-0.8162061444369392,-0.33486358531795707,-1.5503531412791054,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,1,5,2,2,2,1,1,2,3,7.25,,,6.4,4.2,,,,,,-1.0738875204307077,-0.04802054048262081,-2.3641046073248018,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,3,3,3,1,2,3,3,3,6.8,,,8.0,8.0,,,,,,0.3657489359676492,0.9885544725125939,-0.5634017067137551,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,5,4,3,3,3,3,4,4,7.75,,,7.4,6.6,,,,,,0.13149057707885997,0.5246251997741949,-0.24663571479592067,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,4,3,3,2,3,2,4,3,7.25,,,6.8,5.0,,,,,,-0.7151439110728758,-0.04802054048262081,-1.6582816431485081,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,4,3,4,2,2,3,3,4,7.25,,,6.8,5.6,,,,,,-0.5386881700288023,-0.04802054048262081,-1.128914420016288,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,4,3,3,1,3,2,3,3,5.0,6.5,6.8,,,,,,,,-1.2538858918014375,-0.5217015880684566,-2.6249263716382916,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,4,2,3,1,1,1,2,4,7.6,6.75,,7.8,,,,,,,0.16120951790058807,0.4868901101555075,-0.356093034150893,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,4,5,3,4,5,4,4,5,6.75,6.25,7.2,,,,,,,,-0.5214455673419659,-0.06970402404222527,-0.8739663972442361,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,3,2,3,2,2,2,2,3,7.6,,,4.4,8.0,,,,,,-0.44006359425365615,0.9885544725125939,-2.661576732970712,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,3,4,4,2,1,1,2,2,5,4.25,6.25,7.2,,,,,,,,-1.4758551344366586,-0.06970402404222527,-3.4838949820235148,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,4,4,4,3,3,4,3,4,7.0,,,4.4,7.0,,,,,,-0.9632147920965046,0.10627576729222658,-2.661576732970712,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,4,3,3,5,4,5,4,4,7.25,,,6.8,5.0,,,,,,-0.7151439110728758,-0.04802054048262081,-1.6582816431485081,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,5,2,4,4,4,4,2,5,6.5,,,7.0,5.4,,,,,,-0.8220949765223674,-0.253925617638897,-1.3053701610603607,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,5,3,2,1,1,1,2,3,6.75,,,6.4,5.0,,,,,,-1.0294951124575482,-0.6206662807394365,-1.6582816431485081,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,5,4,3,3,4,3,3,5,8.0,,,5.6,4.2,,,,,,-1.0345032262337681,0.8109480699026027,-2.3641046073248018,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,5,4,5,3,5,5,3,4,6.2,,,4.4,7.0,,,,,,-1.2686258535668062,0.10627576729222658,-2.661576732970712,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,5,2,3,3,2,3,4,5,7.5,6.0,,7.6,,,,,,,-0.19763819031273813,0.3016861782069062,-1.1329030787909076,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,4,3,3,2,2,2,3,3,6.25,6.75,7.0,,,,,,,,-0.615035953734162,-0.2957028060553409,-1.1933120209962522,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,4,2,3,3,2,2,3,4,7.0,,,7.4,6.2,,,,,,-0.27246945374559667,0.11648224625830568,-0.5995471968840671,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,4,4,3,3,3,4,3,2,6.5,,,7.0,5.4,,,,,,-0.8220949765223674,-0.253925617638897,-1.3053701610603607,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,3,3,2,3,1,1,3,3,4,8.0,,,7.8,7.0,,,,,,0.46803798245011224,0.8109480699026027,0.10627576729222658,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,1,5,4,4,2,2,2,4,3,7.0,6.5,6.5,,,,,,,,-0.6033576291322409,-0.3343434106110286,-0.8606997610881294,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,5,4,3,1,2,2,2,4,7.6,,,4.4,8.0,,,,,,-0.44006359425365615,0.9885544725125939,-2.661576732970712,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,4,5,2,3,1,2,2,3,4,7.25,,,6.4,4.2,,,,,,-1.0738875204307077,-0.04802054048262081,-2.3641046073248018,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,3,3,2,1,1,2,1,3,7.6,,,6.8,7.0,,,,,,0.0066592318006260115,0.35283147769714973,-0.4391295495874983,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,4,3,4,3,4,5,3,4,8.0,8.5,7.8,,,,,,,,0.9585680428585103,1.4564637366758078,0.6082923219971206,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,5,4,3,3,3,4,2,4,3,7.0,7.0,8.0,,,,,,,,0.13426378026499539,0.8342911040102362,-0.3343434106110286,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,5,4,4,3,2,3,4,5,7.75,,,5.2,4.6,,,,,,-1.1357763102129226,0.5246251997741949,-2.0111931252366553,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,4,4,4,5,4,5,5,5,4,6.8,,,5.6,6.5,,,,,,-0.8162061444369392,-0.33486358531795707,-1.5503531412791054,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,4,4,4,3,2,2,4,5,7.4,,,5.6,5.5,,,,,,-0.8812407500743351,0.1237731815944243,-1.5503531412791054,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,4,4,1,4,2,2,3,2,3,6.25,,,7.0,6.0,,,,,,-0.7410801921877633,-0.253925617638897,-1.1933120209962522,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,4,3,3,2,1,2,3,2,6.4,,,4.8,7.5,,,,,,-0.9217573493634356,0.5474151199024102,-2.29116886907351,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,2,4,1,2,3,2,4,3,3,7.0,,,6.2,4.6,,,,,,-1.1134259604269952,-0.3343434106110286,-2.0111931252366553,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,3,4,4,2,3,3,2,4,5.4,,,4.2,7.25,,,,,,-1.5622483335849446,0.32684544359731843,-2.8467806649193133,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,5,3,3,5,4,4,5,5,5,7.25,,,6.8,5.6,,,,,,-0.5386881700288023,-0.04802054048262081,-1.128914420016288,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,4,3,4,4,3,4,3,4,3,7.0,7.5,7.0,,,,,,,,-0.06977640205908264,0.4207170104891216,-0.3343434106110286,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2,3,4,3,2,3,3,3,3,7.0,,,6.8,5.2,,,,,,-0.7517662874343204,-0.3343434106110286,-1.4818259021044344,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,4,3,4,5,4,5,5,5,4,6.8,,,8.0,8.0,,,,,,0.3657489359676492,0.9885544725125939,-0.5634017067137551,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,1,5,2,2,1,1,2,2,3,6.6,,,3.4,7.0,,,,,,-1.424593542745991,0.10627576729222658,-3.587596392713718,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,2,4,3,3,3,3,4,2,4,7.5,6.25,6.6,,,,,,,,-0.46112147922667374,0.23830232964578701,-0.8739663972442361,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,3,2,2,1,1,2,4,3,4.25,6.25,7.2,,,,,,,,-1.4758551344366586,-0.06970402404222527,-3.4838949820235148,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,4,4,2,1,1,2,2,5,7.0,7.4,,7.2,,,,,,,-0.028640919476956964,0.3171423378704534,-0.3343434106110286,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,4,3,3,2,3,3,3,2,3,8.0,7.25,7.6,,,,,,,,0.45167397960968597,0.8109480699026027,0.16178032894245006,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1,5,4,3,4,3,2,4,4,6.4,,,8.0,6.75,,,,,,-0.1545727219426545,0.6720940421041088,-1.021518298919207,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,1,4,2,1,1,1,2,1,2,5.75,8.0,7.4,,,,,,,,-0.22369087656657097,0.9385903735824647,-1.765957761253068,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,5,5,3,4,4,5,4,5,7.8,,,7.8,6.25,,,,,,0.17111554077744492,0.5818897737998763,-0.555433261623049,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,3,3,3,2,1,2,2,2,1,7.0,7.5,7.0,,,,,,,,-0.06977640205908264,0.4207170104891216,-0.3343434106110286,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,4,2,3,1,2,2,2,4,7.0,,,6.6,7.0,,,,,,-0.28413370828496726,0.10627576729222658,-0.6243334815360996,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,4,2,5,4,5,5,4,4,5.25,6.25,8.0,,,,,,,,-0.792759598247961,0.8342911040102362,-2.3386035015098834,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5,3,1,3,2,3,2,2,4,7.25,,,4.0,5.8,,,,,,-1.3441546054409164,-0.04802054048262081,-3.031984596867914,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,4,5,4,4,3,4,5,4,4,6.75,6.0,7.4,,,,,,,,-0.5324248671864845,0.15629475797089035,-1.1329030787909076,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,3,5,4,5,5,4,4,5,5,5.4,,,5.8,7.75,,,,,,-0.9213247308519469,0.767984796207502,-2.1668097794328385,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,2,4,2,3,3,3,3,3,4,7.0,,,4.8,6.5,,,,,,-0.9867919550008319,-0.3343434106110286,-2.29116886907351,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,3,4,2,2,1,3,3,2,4,6.75,7.5,6.6,,,,,,,,-0.31588321344396236,0.4207170104891216,-0.7477003700815721,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,4,2,2,1,1,1,2,3,7.5,,,6.8,5.4,,,,,,-0.5020657936673573,0.23830232964578701,-1.3053701610603607,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,4,5,5,5,5,4,4,5,7.25,6.0,7.6,,,,,,,,-0.26621002642984115,0.38229353998400495,-1.1329030787909076,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,4,2,4,4,4,5,5,5,6.75,7.5,6.6,,,,,,,,-0.31588321344396236,0.4207170104891216,-0.7477003700815721,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,5,3,3,3,1,1,2,2,7.75,,,7.4,6.6,,,,,,0.13149057707885997,0.5246251997741949,-0.24663571479592067,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,5,2,3,2,2,5,5,5,5,6.8,,,5.2,8.75,,,,,,-0.27796640348739765,1.6502635014278695,-1.9207610051763073,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,4,4,3,3,3,4,5,5,5,7.4,6.75,,7.0,,,,,,,-0.16208182339845523,0.1237731815944243,-0.356093034150893,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,4,2,3,4,5,5,3,4,7.8,,,6.8,7.5,,,,,,0.23005844803826273,0.5818897737998763,-0.4391295495874983,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,4,4,4,4,5,5,4,3,5,6.75,,,8.0,7.0,,,,,,0.052567842885632966,0.6720940421041088,-0.6206662807394365,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,2,3,3,2,3,4,1,2,2,7.25,8.25,8.2,,,,,,,,0.7365988002232887,1.1975270551291362,-0.04802054048262081,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,3,5,2,4,3,4,3,2,7.25,6.75,8.0,,,,,,,,0.1433925097922408,0.8342911040102362,-0.356093034150893,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,3,4,4,4,3,4,1,1,7.25,,,5.4,7.0,,,,,,-0.5591006154727001,0.10627576729222658,-1.735557073227706,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,4,5,2,3,3,1,3,3,4,6.6,,,6.6,7.5,,,,,,-0.289792788150057,0.5474151199024102,-0.7924600028164815,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,4,3,4,2,2,5,4,5,5,8.25,,,7.8,6.2,,,,,,0.3282046177674836,1.0972709400310106,-0.5995471968840671,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,4,5,2,3,2,5,3,3,4,6.4,,,7.2,7.0,,,,,,-0.32798807243909206,0.10627576729222658,-1.021518298919207,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,3,5,5,3,5,4,5,3,3,6.75,,,6.2,5.4,,,,,,-0.9735925957443662,-0.6206662807394365,-1.3053701610603607,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,3,2,2,4,4,2,3,2,2,7.0,7.25,7.6,,,,,,,,0.0699101527718088,0.38229353998400495,-0.3343434106110286,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,4,4,4,4,4,4,3,4,8.0,,,7.4,6.2,,,,,,0.10929437309228045,0.8109480699026027,-0.5995471968840671,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,5,3,2,4,4,4,4,3,4,7.5,8.0,7.4,,,,,,,,0.44439582039971404,0.9385903735824647,0.15629475797089035,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,2,3,2,3,3,4,4,5,8.25,,,8.2,6.2,,,,,,0.4516739057332176,1.0972709400310106,-0.5995471968840671,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,4,4,2,3,5,5,4,4,4,7.8,7.25,,7.6,,,,,,,0.34845209364974417,0.5818897737998763,0.16178032894245006,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,2,2,3,2,2,3,1,1,6.75,8.0,8.0,,,,,,,,0.38407173228442143,0.9385903735824647,-0.6206662807394365,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,3,3,4,5,4,4,4,4,7.5,,,6.0,6.2,,,,,,-0.5137300482067276,0.23830232964578701,-1.1799452773819028,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,4,4,4,3,3,3,4,4,3,6.5,6.6,,6.6,,,,,,,-0.6809258918276134,-0.5114550430788963,-0.9069891508678444,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,5,2,5,3,2,4,4,5,7.75,,,7.6,6.4,,,,,,0.13440664071370254,0.5246251997741949,-0.4230914558399935,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,4,2,3,3,3,3,4,4,4,7.4,,,6.6,6.75,,,,,,-0.20495140298484685,0.1237731815944243,-0.6243334815360996,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,1,3,5,4,2,3,3,4,3,5.75,7.5,9.2,,,,,,,,0.28168101510832727,2.190283796088928,-1.765957761253068,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,1,2,4,2,3,3,2,2,2,7.25,7.5,7.6,,,,,,,,0.2516633366635019,0.4207170104891216,-0.04802054048262081,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,4,2,4,2,5,4,3,4,6.8,,,8.0,7.75,,,,,,0.2922257105326186,0.767984796207502,-0.5634017067137551,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,4,5,3,4,4,3,5,2,3,8.25,,,8.0,5.0,,,,,,0.037027779662203754,1.0972709400310106,-1.6582816431485081,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,2,4,3,2,3,3,3,2,3,8.25,,,8.2,5.4,,,,,,0.21639958434111972,1.0972709400310106,-1.3053701610603607,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,4,3,3,3,3,3,3,4,5,7.25,,,6.8,7.6,,,,,,0.049497633451442535,0.6356429904244467,-0.4391295495874983,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,3,3,4,3,4,4,2,4,2,6.5,7.25,7.8,,,,,,,,-0.045638833309424566,0.6082923219971206,-0.9069891508678444,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,3,2,3,2,3,3,5,3,1,7.25,7.75,7.6,,,,,,,,0.3379755638457258,0.6796536920357932,-0.04802054048262081,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,3,3,2,3,2,5,2,2,6.75,,,7.6,6.6,,,,,,-0.18853860577615034,0.3016861782069062,-0.6206662807394365,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,5,3,3,3,3,4,3,4,5,7.5,7.4,,8.4,,,,,,,0.5326488578391839,1.0425019060013114,0.23830232964578701,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,4,2,5,3,3,4,3,3,7.25,,,6.2,4.8,,,,,,-0.9591664233695013,-0.04802054048262081,-1.8347373841925816,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,2,3,3,4,5,3,5,2,3,6.0,7.5,6.6,,,,,,,,-0.6022060835723702,0.4207170104891216,-1.47963489112466,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,3,4,3,3,2,4,4,4,7.2,6.5,,8.2,,,,,,,0.04566104794894754,0.8572979740527094,-0.6150297156975646,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,4,3,3,1,2,3,1,5.25,6.5,7.0,,,,,,,,-1.083112007754263,-0.2957028060553409,-2.3386035015098834,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,3,3,2,4,3,3,2,3,7.25,7.8,,7.8,,,,,,,0.39010353267267134,0.7314410283451273,-0.04802054048262081,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,3,2,4,4,4,2,2,2,8.0,,,6.0,7.6,,,,,,0.08888192764838221,0.8109480699026027,-1.1799452773819028,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,4,3,3,2,5,2,5,5,7.0,,,6.8,7.8,,,,,,0.012875257089997816,0.8120987314685203,-0.4391295495874983,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,2,1,3,3,4,2,4,2,1,7.75,,,7.6,7.4,,,,,,0.42849954245382493,0.5246251997741949,0.3016861782069062,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,2,4,5,3,3,2,3,2,2,8.0,,,6.8,7.2,,,,,,0.21818334288380156,0.8109480699026027,-0.4391295495874983,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,5,5,4,4,5,4,4,4,3,8.4,7.25,8.0,,,,,,,,0.7550453650202473,1.2690646621080557,0.16178032894245006,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3,5,4,5,4,4,4,4,3,9.0,,,7.4,6.2,,,,,,0.49105819993015754,1.956239550416234,-0.5995471968840671,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,1,3,3,3,2,1,3,2,2,6.75,,,6.0,7.6,,,,,,-0.3883228558989642,0.6356429904244467,-1.1799452773819028,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,4,4,1,4,3,2,3,2,3,7.0,7.25,8.0,,,,,,,,0.2205760074472192,0.8342911040102362,-0.3343434106110286,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,3,4,2,4,3,3,2,2,7.0,5.75,8.0,,,,,,,,-0.29729735564612386,0.8342911040102362,-1.3918397603375792,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,1,3,3,4,2,1,3,1,7.25,,,7.4,8.0,,,,,,0.3523387260960929,0.9885544725125939,-0.04802054048262081,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,3,3,4,3,3,2,4,3,4,6.5,,,8.2,7.2,,,,,,0.07768011050705508,0.8572979740527094,-0.9069891508678444,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,3,4,5,4,2,4,2,2,6.75,7.25,8.0,,,,,,,,0.12513505073774991,0.8342911040102362,-0.6206662807394365,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,3,2,4,4,4,4,4,3,8.75,,,5.8,5.4,,,,,,-0.33353423003434624,1.6699166802878262,-1.3651492093305042,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
