cau_hinh,top1,bua1,hon1,kn1,top2,bua2,hon2,kn2,top3,bua3,hon3,kn3,top5,bua5,hon5,kn5
khám phá,0.13725490196078433,0.02564102564102564,0.11161387631975869,0.11455108359133129,0.29411764705882354,0.05128205128205128,0.24283559577677227,0.25596184419713836,0.38235294117647056,0.07692307692307693,0.30542986425339363,0.3308823529411764,0.4803921568627451,0.1282051282051282,0.3521870286576169,0.4039792387543253
tư vấn,0.3627450980392157,0.18222455648926245,0.18052054154995323,0.22074585753635795,0.5686274509803921,0.3644491129785249,0.20417833800186724,0.3212619825908104,0.7156862745098039,0.492752100840336,0.22293417366946794,0.4394974804997585,0.8627450980392157,0.7174953314659197,0.14524976657329602,0.5141499690146666
