likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,ips_likert_nang_dong,ips_likert_huong_noi,ips_likert_sang_tao,ips_likert_logic,ips_likert_to_mo,ips_likert_thi_nghiem,ips_likert_moi_truong,ips_likert_dinh_duong,ips_likert_tranh_luan,ips_likert_thiet_ke,likert_tb,likert_dolech,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,z_diem_Van,z_diem_Dia,z_diem_Anh,z_diem_Toan,z_diem_Gdktpl,z_diem_Tin,z_diem_Su,z_diem_Ly,z_diem_Hoa,z_diem_Sinh,diem_tb,diem_lech,z_tb,z_max,th_A00,th_A01,th_B00,th_B08,th_C00,th_C01,th_C02,th_C03,th_D01,th_D07,th_D09,th_D14,th_D15,th_X01,th_X26,gioi_tinh_nam,muc_tieu,ma_nganh,ma_nhom,nguon,rui_ro_vong_tron,sample_weight
4.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,0.8999999999999999,-1.1,0.8999999999999999,-0.10000000000000009,-1.1,-1.1,-0.10000000000000009,-0.10000000000000009,0.8999999999999999,0.8999999999999999,3.1,0.8306623862918074,8.6,,8.0,7.5,,,,,,,1.4750805763530115,,0.6045271246276667,0.15764004069844578,,,,,,,8.033333333333333,1.0999999999999996,0.7457492472263746,1.4750805763530115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7480201,0,ttth,0,1.0
3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,-0.7999999999999998,0.20000000000000018,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,0.20000000000000018,0.20000000000000018,1.2000000000000002,1.2000000000000002,0.20000000000000018,3.8,0.7483314773547882,,,7.2,6.5,,,,7.2,,,,,-0.16731702928406858,-1.0212107340432657,,,,0.02215048151933755,,,6.966666666666666,0.7000000000000002,-0.3887924272693322,0.02215048151933755,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7480201,0,ttth,0,1.0
3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,1.2000000000000002,0.20000000000000018,0.20000000000000018,0.20000000000000018,0.20000000000000018,0.20000000000000018,0.20000000000000018,3.8,0.6,,,8.2,8.0,,,,7.25,,,,,0.7974881631055998,0.7470654280693014,,,,0.07630301639479713,,,7.816666666666666,0.9499999999999993,0.540285535856566,0.7974881631055998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7480201,0,ttth,0,1.0
4.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.9,-1.1,-1.1,-1.1,-0.10000000000000009,-0.10000000000000009,-1.1,2.9,-0.10000000000000009,-0.10000000000000009,2.1,1.3000000000000003,9.2,,7.2,7.0,,,,,,,2.014070876978195,,-0.16731702928406858,-0.4317853466724099,,,,,,,7.8,2.1999999999999993,0.47165616700723884,2.014070876978195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7810201,4,ttth,0,1.0
4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,3.0,0.7745966692414834,,,,7.0,,,,7.75,7.2,,,,,-0.4317853466724099,,,,0.6178283651493949,-0.23819771872656012,,7.316666666666666,0.75,-0.017384900083191723,0.6178283651493949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7340101,1,ttth,0,1.0
5.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,1.2999999999999998,-0.7000000000000002,1.2999999999999998,0.2999999999999998,0.2999999999999998,-0.7000000000000002,-0.7000000000000002,-0.7000000000000002,-0.7000000000000002,0.2999999999999998,3.7,0.7810249675906654,8.0,,8.8,8.6,,,,,,,0.936090275727828,,1.3763712785394027,1.4543758929143278,,,,,,,8.466666666666667,0.8000000000000007,1.2556124823938528,1.4543758929143278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7480201,0,ttth,0,1.0
5.0,1.0,4.0,3.0,3.0,1.0,1.0,5.0,4.0,3.0,2.0,-2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,0.0,3.0,1.4832396974191326,4.4,,7.0,6.75,,,,,,,-2.2978515280232745,,-0.3602780677620026,-0.7264980403578377,,,,,,,6.05,2.5999999999999996,-1.128209212047705,-0.3602780677620026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7810202,4,ttth,0,1.0
3.0,2.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,-0.8999999999999999,-1.9,-0.8999999999999999,-0.8999999999999999,0.10000000000000009,1.1,0.10000000000000009,1.1,1.1,1.1,3.9,1.044030650891055,,,,7.5,,,,8.0,7.8,,,,,0.15764004069844578,,,,0.8885910395266937,0.49631836516249733,,7.766666666666667,0.5,0.5141831484625456,0.8885910395266937,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7540101,7,ttth,0,1.0
5.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.6,-1.4,1.6,0.6000000000000001,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,3.4,0.9165151389911681,7.5,,8.2,7.6,,,,,,,0.4869316918735082,,0.7974881631055998,0.2755251181726165,,,,,,,7.766666666666666,0.6999999999999993,0.5199816577172415,0.7974881631055998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7340120,1,ttth,0,1.0
5.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,3.0,5.0,1.1,0.10000000000000009,0.10000000000000009,-0.8999999999999999,0.10000000000000009,-1.9,0.10000000000000009,1.1,-0.8999999999999999,1.1,3.9,0.9433981132056604,,,,6.75,,,,7.0,6.4,,,,,-0.7264980403578377,,,,-0.19445965798250175,-1.2175524972453038,,6.716666666666666,0.5999999999999996,-0.7128367318618811,-0.19445965798250175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7810201,4,ttth,0,1.0
