likert_nang_dong,likert_huong_noi,likert_sang_tao,likert_logic,likert_to_mo,likert_thi_nghiem,likert_moi_truong,likert_dinh_duong,likert_tranh_luan,likert_thiet_ke,ips_likert_nang_dong,ips_likert_huong_noi,ips_likert_sang_tao,ips_likert_logic,ips_likert_to_mo,ips_likert_thi_nghiem,ips_likert_moi_truong,ips_likert_dinh_duong,ips_likert_tranh_luan,ips_likert_thiet_ke,likert_tb,likert_dolech,diem_Van,diem_Dia,diem_Anh,diem_Toan,diem_Gdktpl,diem_Tin,diem_Su,diem_Ly,diem_Hoa,diem_Sinh,z_diem_Van,z_diem_Dia,z_diem_Anh,z_diem_Toan,z_diem_Gdktpl,z_diem_Tin,z_diem_Su,z_diem_Ly,z_diem_Hoa,z_diem_Sinh,diem_tb,diem_lech,z_tb,z_max,th_A00,th_A01,th_B00,th_B08,th_C00,th_C01,th_C02,th_C03,th_D01,th_D07,th_D09,th_D14,th_D15,th_X01,th_X26,gioi_tinh_nam,muc_tieu,ma_nganh,ma_nhom,nguon,rui_ro_vong_tron,sample_weight
2.0,5.0,4.0,5.0,4.0,2.0,1.0,1.0,2.0,2.0,-0.7999999999999998,2.2,1.2000000000000002,2.2,1.2000000000000002,-0.7999999999999998,-1.7999999999999998,-1.7999999999999998,-0.7999999999999998,-0.7999999999999998,2.8,1.469693845669907,7.25,,5.5,8.25,,,,,,,0.26235239994634824,,-1.8074858563465064,1.0417781217547293,,,,,,,7.0,2.75,-0.1677851115484763,1.0417781217547293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7480107,0,khaosat,1,1.0
5.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,2.1,0.10000000000000009,0.10000000000000009,-0.8999999999999999,1.1,-0.8999999999999999,-1.9,-0.8999999999999999,0.10000000000000009,1.1,2.9,1.1357816691600546,,,8.0,7.75,,,9.5,,,,,,0.6045271246276667,0.45235273438387363,,,2.111312800325519,,,,8.416666666666666,1.75,1.0560642197790198,2.111312800325519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,7220201,8,khaosat,0,1.0
2.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,2.0,0.0,-1.0,3.0,0.8944271909999159,,,,9.5,,,,5.5,7.25,,,,,2.5153415901818685,,,,-1.819035704246295,-0.17698804506913884,,7.416666666666667,4.0,0.17310594695547823,2.5153415901818685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7540105,7,khaosat,0,1.0
3.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,0.7000000000000002,0.7000000000000002,0.7000000000000002,-1.2999999999999998,1.7000000000000002,-0.2999999999999998,-1.2999999999999998,3.3,0.9,,,9.5,5.75,,,,,,7.0,,,2.0517349132121705,-1.9053488150995492,,,,,,-0.05910608392439303,7.416666666666667,3.75,0.02909333806274274,2.0517349132121705,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7540101,7,khaosat,0,1.0
3.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,0.10000000000000009,2.1,0.10000000000000009,2.1,1.1,-0.8999999999999999,-0.8999999999999999,-0.8999999999999999,-0.8999999999999999,-1.9,2.9,1.3,,,7.0,8.0,,,,9.5,,,,,-0.3602780677620026,0.7470654280693014,,,,2.513167085790487,,,8.166666666666666,2.5,0.9666514820325952,2.513167085790487,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7510202,5,khaosat,0,1.0
4.0,3.0,5.0,2.0,5.0,1.0,2.0,2.0,3.0,4.0,0.8999999999999999,-0.10000000000000009,1.9,-1.1,1.9,-2.1,-1.1,-1.1,-0.10000000000000009,0.8999999999999999,3.1,1.3,6.5,,7.25,,,,9.25,,,,-0.4113854758351315,,-0.11907676966458527,,,,1.8500205106741876,,,,7.666666666666667,2.75,0.43985275505815696,1.8500205106741876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7220204,8,khaosat,0,1.0
4.0,3.0,4.0,5.0,3.0,1.0,2.0,1.0,3.0,3.0,1.1,0.10000000000000009,1.1,2.1,0.10000000000000009,-1.9,-0.8999999999999999,-1.9,0.10000000000000009,0.10000000000000009,2.9,1.2206555615733703,7.25,,9.0,8.5,,,,,,,0.26235239994634824,,1.5693323170173359,1.3364908154401571,,,,,,,8.25,1.75,1.0560585108012803,1.5693323170173359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7340120,1,khaosat,0,1.0
3.0,4.0,5.0,5.0,3.0,2.0,2.0,1.0,3.0,1.0,0.10000000000000009,1.1,2.1,2.1,0.10000000000000009,-0.8999999999999999,-0.8999999999999999,-1.9,0.10000000000000009,-1.9,2.9,1.374772708486752,,,8.0,8.25,,,,5.5,,,,,0.6045271246276667,1.0417781217547293,,,,-1.819035704246295,,,7.25,2.75,-0.05757681928796635,1.0417781217547293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7510303,5,khaosat,0,1.0
4.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,0.6000000000000001,-2.4,0.6000000000000001,-0.3999999999999999,-0.3999999999999999,0.6000000000000001,0.6000000000000001,0.6000000000000001,-0.3999999999999999,0.6000000000000001,3.4,0.9165151389911681,,,,5.5,,,,,6.0,6.0,,,,-2.200061508784977,,,,,-1.7072298865046762,-1.1396709171813413,5.833333333333333,0.5,-1.682320770823665,-1.1396709171813413,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7520115,6,khaosat,0,1.0
5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.5999999999999996,-3.4000000000000004,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,0.5999999999999996,-1.4000000000000004,4.4,1.2806248474865698,,,,7.6,,,,,7.6,6.5,,,,0.2755251181726165,,,,,0.2514796705328112,-0.5993885005528671,7.233333333333333,1.0999999999999996,-0.024127903949146472,0.2755251181726165,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7510401,6,khaosat,0,1.0
