macro_f1,top3,gap,ty_le_that,max_depth,learning_rate,n_estimators,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,gamma,max_delta_step
0.452612361920267,0.8727993897787947,0.3741924789239367,0.8,10,0.05,600,0.5,0.3,20,2.0,30.0,1.0,5
0.4522314504357515,0.8640732265446225,0.44128086627480895,0.8,6,0.01,600,0.8,0.6,3,0.0,3.0,0.5,1
0.4519895278782303,0.8379405034324943,0.4687261632341723,1.5,10,0.01,600,1.0,0.8,20,0.1,3.0,0.0,0
0.45175553913738664,0.8588710907704042,0.3393628074163812,0.6,4,0.08,600,0.5,0.3,1,0.1,3.0,0.5,1
0.45175394613881237,0.8623035850495805,0.4024521021223134,1.5,5,0.03,600,0.8,0.8,30,0.0,3.0,0.0,0
0.4516256205473302,0.8623493516399694,0.33756539686812936,1.0,4,0.03,600,0.9,0.4,30,0.5,0.1,1.0,3
0.45120694933938543,0.8449122807017545,0.41734603630417333,1.0,8,0.12,600,0.7,1.0,30,0.5,10.0,0.0,1
0.450382294198066,0.8780472921434018,0.4129307568438003,1.5,5,0.02,600,0.5,0.6,20,2.0,0.1,0.1,5
0.44994821123915846,0.8623646071700992,0.4329685466864091,1.5,8,0.08,600,0.7,0.4,50,0.5,30.0,0.5,3
0.44953741264882313,0.8518993135011442,0.22960804255594938,0.4,10,0.03,600,0.8,0.8,50,10.0,30.0,2.0,1
0.44935674810848275,0.8449580472921434,0.22786711735291623,0.25,4,0.12,600,0.9,0.8,1,0.1,100.0,0.5,3
0.4485665793014431,0.8588863463005338,0.31715080540225243,2.0,3,0.08,600,0.8,0.8,3,0.5,30.0,0.5,1
0.4477570768118232,0.8484057971014491,0.26398333856807404,0.15,8,0.05,600,1.0,0.3,10,2.0,3.0,1.0,1
0.447025583806965,0.8658276125095347,0.33059371930821657,1.0,4,0.08,600,0.6,0.8,20,0.0,1.0,5.0,3
0.4465211274315311,0.8536231884057971,0.3314813817721342,1.5,4,0.05,600,1.0,0.8,50,10.0,0.1,2.0,3
0.446290352576647,0.8675514874141876,0.4455733536740401,0.8,8,0.01,600,0.9,0.3,10,5.0,1.0,0.1,3
0.44598933161373644,0.8693211289092296,0.19300189946306517,0.6,2,0.12,600,0.7,0.8,3,5.0,30.0,2.0,1
0.44521538133214333,0.87627765064836,0.31977475658455606,1.0,4,0.05,600,0.6,0.6,20,5.0,100.0,0.0,3
0.4444174756693332,0.874553775743707,0.28098532776955176,1.0,3,0.05,600,0.8,0.3,20,5.0,30.0,1.0,5
0.44430663337552617,0.8448817696414951,0.25700178978278315,0.4,8,0.2,600,0.5,0.3,20,0.0,3.0,2.0,1
0.4440642636645328,0.8414492753623188,0.4408023112626694,0.4,8,0.02,600,0.7,1.0,6,2.0,1.0,0.1,3
0.44266173037290535,0.8623493516399694,0.25264658520412997,1.0,3,0.03,600,0.8,0.4,3,10.0,10.0,5.0,0
0.4416226033356179,0.867581998474447,0.2971140625077898,1.0,3,0.03,600,0.5,0.3,15,2.0,0.1,0.1,5
0.4413020464829218,0.8414645308924484,0.2274095013036997,0.4,5,0.01,600,0.6,1.0,3,10.0,10.0,0.1,5
0.4401313829018207,0.8588710907704042,0.4229315046639046,1.5,6,0.05,600,0.9,0.3,30,0.5,100.0,1.0,0
0.4397838832759998,0.8379405034324943,0.26352457586136413,0.25,5,0.05,600,1.0,0.6,6,2.0,1.0,1.0,1
0.43973730190441496,0.867581998474447,0.4578186087554778,2.0,10,0.02,600,0.5,1.0,30,5.0,3.0,0.1,5
0.43893956141678653,0.8693363844393593,0.2958134039275512,0.8,5,0.05,600,0.6,0.3,15,0.0,100.0,2.0,5
0.43821473132190986,0.8606102212051869,0.28316701814211576,1.5,2,0.12,600,1.0,1.0,6,0.1,1.0,2.0,0
0.4381817698067552,0.8553623188405798,0.3379870178429877,1.5,4,0.01,600,1.0,0.6,30,2.0,1.0,0.1,1
0.4380837741964762,0.8431731502669718,0.12808478285796904,0.15,4,0.03,600,1.0,0.3,20,5.0,30.0,0.0,1
0.43623327039763565,0.8588405797101449,0.21040751210222206,0.8,2,0.08,600,1.0,0.3,15,2.0,0.1,0.5,3
0.43576969415173405,0.8710602593440122,0.3445438048089818,1.0,4,0.02,600,0.7,0.4,15,0.5,1.0,0.5,1
0.43547764164688046,0.8571014492753622,0.23876340467537133,1.0,2,0.05,600,1.0,0.8,1,2.0,30.0,1.0,0
0.43461409002666207,0.8413729977116706,0.1767942447764766,0.25,4,0.2,600,0.5,0.3,1,0.0,0.1,5.0,5
0.43442801090010336,0.844927536231884,0.219508283354023,0.15,5,0.2,600,0.6,0.4,6,0.0,0.1,0.1,1
0.43413941844149406,0.865812356979405,0.2431187089633718,0.8,3,0.03,600,0.5,0.6,6,0.1,100.0,0.1,5
0.43386876747716985,0.8570709382151029,0.16470533395153125,0.4,2,0.2,600,1.0,0.6,50,2.0,100.0,0.5,0
0.4329550841752258,0.8623951182303585,0.3293306012972186,2.0,3,0.02,600,0.7,0.8,15,2.0,10.0,1.0,5
0.43142299893516284,0.8641037376048818,0.29445675854883024,1.5,3,0.2,600,1.0,0.3,20,0.1,0.1,1.0,5
0.42964888968883075,0.8623493516399694,0.2347796672699082,1.5,2,0.08,600,0.7,0.6,20,2.0,3.0,1.0,3
0.42360329514945805,0.8606254767353165,0.23920576519445813,0.8,4,0.12,600,1.0,0.6,30,0.0,100.0,5.0,0
0.4220093155386072,0.8274904652936689,0.17032320784911978,0.15,8,0.12,600,0.9,0.8,6,10.0,3.0,1.0,0
0.42063067485383804,0.8205339435545385,0.1733438526694685,0.15,6,0.2,600,0.5,1.0,15,0.1,1.0,2.0,3
0.4204188712480158,0.8501449275362318,0.11452969593634554,0.25,3,0.02,600,0.8,0.3,10,5.0,1.0,5.0,5
0.41963261369085136,0.841449275362319,0.05527128420653795,0.15,2,0.02,600,0.7,0.3,6,5.0,1.0,0.1,3
0.4158367531605524,0.8292448512585813,0.12855690661721084,0.15,10,0.03,600,1.0,0.6,50,10.0,100.0,0.5,3
0.4157249559899963,0.8606102212051869,0.19036583359507037,1.5,2,0.02,600,0.6,0.8,6,5.0,100.0,2.0,0
0.41546396206075514,0.8640274599542334,0.18562709701220942,0.6,2,0.2,600,1.0,0.4,30,5.0,30.0,0.1,1
0.4142171672043967,0.8640884820747521,0.21913347591769988,1.0,2,0.2,600,0.8,0.6,20,0.0,0.1,0.5,1
0.4137249810261993,0.8414035087719298,0.13853008480279985,0.25,8,0.12,600,0.8,0.4,10,10.0,0.1,5.0,1
0.4109120078177139,0.8553775743707094,0.30316492424582336,2.0,3,0.01,600,1.0,0.8,1,2.0,3.0,2.0,5
0.4093315678894716,0.8571167048054921,0.14334784104335863,1.0,2,0.02,600,0.9,0.3,30,10.0,30.0,0.0,0
0.4092639515889961,0.844927536231884,0.13416141946226748,0.25,8,0.03,600,0.7,1.0,20,0.5,30.0,5.0,0
0.3961819414571564,0.8536079328756674,0.11105457591121884,0.4,2,0.01,600,0.8,0.6,6,0.1,1.0,0.5,3
0.36777809358620406,0.8327536231884057,0.058374837349127295,0.15,6,0.01,600,0.8,0.3,20,0.5,30.0,5.0,1
