ty_le_that,w_nguon_hieu_dung,macro_f1,top3,gap_train_val
0.1,2.4030000000000005,0.07959215913967044,0.29960335621662854,0.1620466340617101
0.15,3.6045,0.10214978753440292,0.31179252479023645,0.2238516723750268
0.25,6.0075,0.11050830182051903,0.3344469870327994,0.3270578762906128
0.4,9.612000000000002,0.11953066876143796,0.32575133485888635,0.4808278867102397
0.6,14.418,0.12491592660204234,0.34492753623188405,0.5975866349590943
0.8,19.224000000000004,0.12094082762694336,0.3379405034324943,0.7133843845191269
1.0,24.03,0.13368025137255907,0.33969488939740655,0.7430347536929849
1.5,36.045,0.1258063446524985,0.34141876430205953,0.810967031104331
2.0,48.06,0.14278809342157758,0.3396796338672769,0.7935652074203696
