nganh_hoc,longstring,irv,mahalanobis_d2,vuot_longstring,vuot_irv,vuot_mahalanobis,so_vi_pham,bi_loai
Luật kinh tế,3,0.9,6.592894294451027,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,4,1.5,13.954152416029459,0,0,0,0,0
Ngôn ngữ Trung Quốc,3,1.1,9.132340695731578,0,0,0,0,0
Kế toán,2,0.8717797887081347,8.487972955149896,0,0,0,0,0
Khoa học chế biến món ăn,4,0.8,6.577375679301844,0,0,0,0,0
Quản trị nhà hàng và dịch vụ ăn uống,3,1.004987562112089,13.881585762872378,0,0,0,0,0
Công nghệ tài chính,5,0.39999999999999997,2.381363936560877,0,0,0,0,0
Kinh doanh quốc tế,5,0.9165151389911681,12.133841852508855,0,0,0,0,0
Công nghệ kỹ thuật hóa học,3,0.6,2.4833037556833504,0,0,0,0,0
Quản trị kinh doanh,4,0.8717797887081347,10.06837277362285,0,0,0,0,0
Kinh doanh quốc tế,10,0.0,0.8329679811025518,1,1,0,2,1
Công nghệ sinh học,2,1.1,13.091572093034648,0,0,0,0,0
Tài chính ngân hàng,4,1.019803902718557,9.621135928442882,0,0,0,0,0
Luật kinh tế,3,1.004987562112089,16.086341896973856,0,0,0,0,0
Quản trị kinh doanh thực phẩm,2,0.7483314773547882,7.900258796073011,0,0,0,0,0
Luật,8,0.3,2.1873632506650402,0,0,0,0,0
Kế toán,6,0.45825756949558405,4.15413210953,0,0,0,0,0
Quản lý Công nghiệp,2,0.7,5.8496336027135705,0,0,0,0,0
Công nghệ thông tin,4,0.9,8.000578525363709,0,0,0,0,0
Công nghệ kỹ thuật hóa học,3,0.9165151389911681,9.80414396438444,0,0,0,0,0
Thương mại điện tử,2,1.3564659966250538,9.84248512016952,0,0,0,0,0
Công nghệ kỹ thuật hóa học,2,0.9,9.199884605947267,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,10,0.0,0.8329679811025518,1,1,0,2,1
Logistics và quản lý chuỗi cung ứng,4,0.7483314773547882,7.441529424134881,0,0,0,0,0
Quản lý tài nguyên và môi trường,2,1.0,10.747687043947883,0,0,0,0,0
Công nghệ thông tin,5,1.3,22.60280296850134,0,0,0,0,0
Công nghệ kỹ thuật điều khiển và TĐH,3,1.8,42.99944008865103,0,0,1,1,0
Luật kinh tế,3,1.3,17.234083645146953,0,0,0,0,0
Ngôn ngữ Anh,2,1.077032961426901,12.921163827315919,0,0,0,0,0
Công nghệ sinh học,3,1.004987562112089,13.26881934716989,0,0,0,0,0
Công nghệ thông tin,3,0.7,7.669933879986996,0,0,0,0,0
Luật,2,1.445683229480096,15.222274174183534,0,0,0,0,0
Công nghệ thực phẩm,3,0.6,8.664840431531985,0,0,0,0,0
Quản trị nhà hàng và dịch vụ ăn uống,8,1.2000000000000002,20.566181132474767,0,0,0,0,0
Quản trị khách sạn,3,0.39999999999999997,6.849214525125333,0,0,0,0,0
Công nghệ thông tin,7,0.39999999999999997,3.816859179376886,0,0,0,0,0
Quản lý Công nghiệp,3,1.2688577540449522,7.726889023032823,0,0,0,0,0
Quản lý tài nguyên và môi trường,1,1.1135528725660044,13.955336026729908,0,0,0,0,0
Công nghệ thông tin,3,0.7483314773547882,5.631988071274277,0,0,0,0,0
Kinh doanh quốc tế,2,1.2806248474865698,12.136487515795064,0,0,0,0,0
Quản trị dịch vụ du lịch và lữ hành,2,1.1661903789690602,13.018674229139975,0,0,0,0,0
Kỹ thuật nhiệt,3,1.3564659966250536,12.372556801190495,0,0,0,0,0
Trí tuệ nhân tạo,2,1.3564659966250536,10.184318259656138,0,0,0,0,0
Công nghệ thực phẩm,3,1.044030650891055,13.974135149281805,0,0,0,0,0
An toàn thông tin,4,0.5385164807134505,3.9065134776817803,0,0,0,0,0
Công nghệ vật liệu,10,0.0,5.258607074317781,1,1,0,2,1
Công nghệ vật liệu,10,0.0,5.258607074317781,1,1,0,2,1
Công nghệ vật liệu,6,0.6403124237432849,4.642977308778003,0,0,0,0,0
Công nghệ thực phẩm,3,1.57797338380595,25.711382530033635,0,0,0,0,0
Kinh doanh quốc tế,2,1.1135528725660042,11.492157587240353,0,0,0,0,0
Công nghệ kỹ thuật cơ điện tử,2,1.4000000000000001,12.238971581538133,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,8,0.6,4.925745445885401,0,0,0,0,0
Trí tuệ nhân tạo,3,1.8000000000000003,15.675129887170304,0,0,0,0,0
Luật,3,1.42828568570857,16.53839355761361,0,0,0,0,0
Công nghệ kỹ thuật cơ điện tử,5,0.8,4.246098530557774,0,0,0,0,0
Công nghệ tài chính,10,0.0,5.258607074317781,1,1,0,2,1
Du lịch,5,0.6708203932499369,9.678415818334114,0,0,0,0,0
Trí tuệ nhân tạo,2,1.42828568570857,13.372479307937084,0,0,0,0,0
Công nghệ kỹ thuật cơ điện tử,1,1.42828568570857,13.332343826467637,0,0,0,0,0
Luật,3,0.48989794855663565,5.233171555194479,0,0,0,0,0
Khoa học chế biến món ăn,2,0.7483314773547882,7.1624330561037,0,0,0,0,0
Công nghệ kỹ thuật điều khiển và TĐH,2,1.5779733838059498,15.95157749809842,0,0,0,0,0
"Công nghệ dệt, may",1,0.9165151389911681,9.106171101913734,0,0,0,0,0
Công nghệ thực phẩm,2,1.1832159566199232,10.45845433031258,0,0,0,0,0
Ngôn ngữ Trung Quốc,1,1.2806248474865698,31.82715774612888,0,0,1,1,0
Tài chính ngân hàng,2,0.8000000000000002,5.264814950057668,0,0,0,0,0
Công nghệ vật liệu,3,0.8,8.745159518891196,0,0,0,0,0
Công nghệ kỹ thuật hóa học,3,0.7810249675906654,7.872278232943975,0,0,0,0,0
Quản trị khách sạn,2,1.2489995996796797,12.870795175037705,0,0,0,0,0
Công nghệ thông tin,2,1.5652475842498528,15.697221143532378,0,0,0,0,0
Công nghệ chế biến thủy sản,3,1.0770329614269007,12.578187532767975,0,0,0,0,0
Quản trị kinh doanh,2,1.1661903789690602,12.662847357920622,0,0,0,0,0
Khoa học dữ liệu,2,1.3416407864998738,9.19501671013222,0,0,0,0,0
Marketing,1,1.2489995996796797,9.764966689225185,0,0,0,0,0
Công nghệ chế biến thủy sản,2,1.1357816691600549,13.599035043188502,0,0,0,0,0
Đảm bảo chất lượng và an toàn thực phẩm,4,0.8306623862918074,7.72862586619428,0,0,0,0,0
An toàn thông tin,3,1.661324772583615,15.491667349619327,0,0,0,0,0
Công nghệ vật liệu,3,0.9,7.518843584318362,0,0,0,0,0
Quản lý tài nguyên và môi trường,2,0.6324555320336759,6.098446539196447,0,0,0,0,0
Công nghệ tài chính,3,1.1357816691600549,8.667047085593758,0,0,0,0,0
An toàn thông tin,4,1.2,8.480889500450441,0,0,0,0,0
"Công nghệ dệt, may",6,1.2,21.00965043782761,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,2,1.445683229480096,11.845121060372696,0,0,0,0,0
Công nghệ kỹ thuật điều khiển và TĐH,3,1.4000000000000001,10.024825460865774,0,0,0,0,0
Khoa học dinh dưỡng và ẩm thực,2,1.2649110640673518,17.557712574642984,0,0,0,0,0
Công nghệ kỹ thuật điều khiển và TĐH,3,1.42828568570857,12.391278449371,0,0,0,0,0
Du lịch,2,0.7810249675906654,6.120826008628536,0,0,0,0,0
Khoa học chế biến món ăn,2,0.9433981132056604,8.88424355369369,0,0,0,0,0
Quản trị kinh doanh,2,1.2,11.505378071521442,0,0,0,0,0
Thương mại điện tử,2,0.8717797887081347,7.053469652880874,0,0,0,0,0
Tài chính ngân hàng,3,0.7745966692414834,5.499165976383688,0,0,0,0,0
Khoa học dinh dưỡng và ẩm thực,10,0.0,5.258607074317781,1,1,0,2,1
Công nghệ chế tạo máy,3,1.2806248474865698,10.983547284654763,0,0,0,0,0
Marketing,3,1.1,7.854263264715915,0,0,0,0,0
Công nghệ kỹ thuật hóa học,2,1.2649110640673518,13.860070696717413,0,0,0,0,0
Quản trị kinh doanh thực phẩm,2,1.1661903789690602,14.246017305062555,0,0,0,0,0
Khoa học dinh dưỡng và ẩm thực,3,0.8717797887081347,7.767184980894871,0,0,0,0,0
Quản trị kinh doanh,4,1.1135528725660042,8.986930976603432,0,0,0,0,0
Đảm bảo chất lượng và an toàn thực phẩm,3,1.077032961426901,10.240500427983916,0,0,0,0,0
Quản lý Công nghiệp,2,0.9,7.288922730962272,0,0,0,0,0
Kế toán,2,1.118033988749895,8.844276697411624,0,0,0,0,0
Ngôn ngữ Trung Quốc,2,1.3601470508735443,15.66993066882283,0,0,0,0,0
Trí tuệ nhân tạo,3,1.6155494421403513,15.619091763604652,0,0,0,0,0
Quản trị kinh doanh,3,1.2489995996796797,11.804158052744349,0,0,0,0,0
Trí tuệ nhân tạo,2,1.5999999999999999,14.784845853963015,0,0,0,0,0
Ngôn ngữ Anh,1,1.32664991614216,14.756327844520978,0,0,0,0,0
Marketing,2,1.2489995996796797,10.064476615767532,0,0,0,0,0
Công nghệ tài chính,3,1.4177446878757822,10.514834610923254,0,0,0,0,0
Luật,2,1.5362291495737217,19.15065139620132,0,0,0,0,0
