nganh_hoc,longstring,irv,mahalanobis_d2,vuot_longstring,vuot_irv,vuot_mahalanobis,so_vi_pham,bi_loai
Công nghệ sinh học,2,0.7483314773547882,6.86027810628868,0,0,0,0,0
Tài chính ngân hàng,6,1.118033988749895,11.555323795668345,0,0,0,0,0
Thương mại điện tử,2,1.2489995996796797,11.445735055264702,0,0,0,0,0
Công nghệ thông tin,10,0.0,5.258607074317781,1,1,0,2,1
Kinh doanh quốc tế,1,1.5132745950421556,25.587320589038818,0,0,0,0,0
Quản trị nhà hàng và dịch vụ ăn uống,3,1.019803902718557,7.6369188642833015,0,0,0,0,0
Kinh doanh thời trang và dệt may,2,1.2806248474865698,23.755741584189348,0,0,0,0,0
Marketing,1,1.2649110640673518,8.913938704770512,0,0,0,0,0
Quản trị dịch vụ du lịch và lữ hành,8,0.9797958971132715,8.153569657995043,0,0,0,0,0
Quản trị dịch vụ du lịch và lữ hành,1,1.4696938456699067,29.761307864353732,0,0,1,1,0
Quản trị dịch vụ du lịch và lữ hành,2,1.0954451150103321,11.153766712415136,0,0,0,0,0
Quản trị dịch vụ du lịch và lữ hành,6,0.39999999999999997,2.27693486471145,0,0,0,0,0
Luật kinh tế,3,1.4000000000000001,25.040568225919074,0,0,0,0,0
Đảm bảo chất lượng và an toàn thực phẩm,2,1.3,13.478960338163535,0,0,0,0,0
Luật kinh tế,10,0.0,5.258607074317781,1,1,0,2,1
Luật,7,0.5385164807134505,3.227258114478905,0,0,0,0,0
"Công nghệ dệt, may",10,0.0,5.258607074317781,1,1,0,2,1
"Công nghệ dệt, may",2,1.5491933384829668,37.34800155568271,0,0,1,1,0
"Công nghệ dệt, may",5,0.7,6.299361409596481,0,0,0,0,0
"Công nghệ dệt, may",3,0.6403124237432849,9.717195812750958,0,0,0,0,0
"Công nghệ dệt, may",6,1.268857754044952,14.11836815038938,0,0,0,0,0
Kinh doanh quốc tế,4,0.7000000000000001,7.3021310751277095,0,0,0,0,0
Marketing,3,1.02469507659596,5.9713070739568845,0,0,0,0,0
Công nghệ kỹ thuật cơ điện tử,10,0.0,5.258607074317781,1,1,0,2,1
Công nghệ kỹ thuật cơ điện tử,8,1.2,11.445409018124778,0,0,0,0,0
Công nghệ kỹ thuật hóa học,2,0.9219544457292888,10.99338000826424,0,0,0,0,0
Công nghệ sinh học,2,0.9797958971132712,14.422961341853272,0,0,0,0,0
Công nghệ kỹ thuật cơ điện tử,4,0.6633249580710798,5.988834018854225,0,0,0,0,0
Marketing,8,0.7999999999999999,8.586993106805677,0,0,0,0,0
Quản trị nhà hàng và dịch vụ ăn uống,3,0.9219544457292888,9.592750899368069,0,0,0,0,0
Công nghệ thực phẩm,10,0.0,5.258607074317781,1,1,0,2,1
Công nghệ thông tin,10,0.0,1.0973051462361,1,1,0,2,1
Khoa học dữ liệu,2,0.9433981132056604,11.868126784466744,0,0,0,0,0
Công nghệ chế tạo máy,3,1.2206555615733705,6.8790331543018155,0,0,0,0,0
Công nghệ thực phẩm,3,1.019803902718557,12.075818110694197,0,0,0,0,0
Công nghệ kỹ thuật hóa học,4,0.48989794855663565,3.372628651812891,0,0,0,0,0
Quản trị kinh doanh,4,0.8717797887081347,7.623478413269872,0,0,0,0,0
Công nghệ thực phẩm,3,0.9,7.016001798743895,0,0,0,0,0
Quản trị kinh doanh,10,0.0,5.258607074317781,1,1,0,2,1
Quản trị kinh doanh,2,1.1,13.130176736142015,0,0,0,0,0
Quản trị kinh doanh,2,1.077032961426901,16.567019358419248,0,0,0,0,0
Công nghệ kỹ thuật môi trường,2,0.8944271909999159,10.924058208075342,0,0,0,0,0
Công nghệ thông tin,5,0.3,1.2012418742556497,0,0,0,0,0
Công nghệ thông tin,3,1.004987562112089,6.134641189402856,0,0,0,0,0
Công nghệ thông tin,5,0.45825756949558405,5.346295251318365,0,0,0,0,0
Quản trị khách sạn,2,0.7810249675906654,6.632541651554965,0,0,0,0,0
Công nghệ thực phẩm,2,0.7483314773547882,6.650525928752518,0,0,0,0,0
Công nghệ thông tin,4,1.2688577540449522,15.600405105450621,0,0,0,0,0
Tài chính ngân hàng,10,0.0,5.258607074317781,1,1,0,2,1
Du lịch,3,0.8,6.695214174007934,0,0,0,0,0
Ngôn ngữ Anh,9,0.29999999999999993,4.52795024203887,0,0,0,0,0
Ngôn ngữ Anh,2,1.4832396974191326,18.125518388011415,0,0,0,0,0
Quản trị khách sạn,2,1.2489995996796797,14.870148198670567,0,0,0,0,0
Thương mại điện tử,4,0.45825756949558405,6.115682224885821,0,0,0,0,0
An toàn thông tin,10,0.0,5.258607074317781,1,1,0,2,1
Đảm bảo chất lượng và an toàn thực phẩm,3,1.2649110640673518,15.377793836128477,0,0,0,0,0
Công nghệ thông tin,4,1.0440306508910548,7.895856636173219,0,0,0,0,0
Marketing,3,0.9,12.388288821367821,0,0,0,0,0
Quản trị kinh doanh,3,0.9433981132056604,15.944269110617324,0,0,0,0,0
Marketing,3,0.8000000000000002,8.361795244694987,0,0,0,0,0
Thương mại điện tử,3,1.4142135623730951,10.979251914821488,0,0,0,0,0
Công nghệ thông tin,3,1.2489995996796797,17.294478633872316,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,3,0.7483314773547882,6.709181812728672,0,0,0,0,0
Công nghệ kỹ thuật cơ điện tử,10,0.0,5.258607074317781,1,1,0,2,1
Công nghệ kỹ thuật cơ điện tử,3,0.8,8.985702696157118,0,0,0,0,0
Quản trị nhà hàng và dịch vụ ăn uống,3,0.9219544457292888,6.647501166511792,0,0,0,0,0
Quản trị nhà hàng và dịch vụ ăn uống,2,0.9165151389911681,10.800582137126044,0,0,0,0,0
Khoa học chế biến món ăn,2,0.7,5.329825400140032,0,0,0,0,0
Quản trị nhà hàng và dịch vụ ăn uống,4,0.6324555320336759,4.377392459016092,0,0,0,0,0
Quản trị nhà hàng và dịch vụ ăn uống,2,1.3564659966250536,25.527107754594084,0,0,0,0,0
Du lịch,5,1.118033988749895,11.683090114970065,0,0,0,0,0
Kinh doanh quốc tế,3,0.9433981132056604,9.745984722003152,0,0,0,0,0
Kinh doanh quốc tế,3,0.9219544457292888,7.9753291008470555,0,0,0,0,0
Marketing,2,0.6403124237432849,4.527404145115734,0,0,0,0,0
Công nghệ chế tạo máy,3,1.2041594578792296,9.266270458331043,0,0,0,0,0
Luật kinh tế,3,0.9165151389911681,7.15955248356757,0,0,0,0,0
Ngôn ngữ Anh,5,1.077032961426901,8.92743955319098,0,0,0,0,0
Trí tuệ nhân tạo,2,1.1,7.609888694247876,0,0,0,0,0
Công nghệ thực phẩm,3,0.8,5.32632728104643,0,0,0,0,0
Công nghệ vật liệu,4,0.9797958971132713,12.827808425987868,0,0,0,0,0
Công nghệ kỹ thuật điều khiển và TĐH,4,1.284523257866513,10.075443596619385,0,0,0,0,0
Công nghệ thực phẩm,3,1.044030650891055,11.11212984504056,0,0,0,0,0
Thương mại điện tử,2,1.2206555615733703,7.824299391181571,0,0,0,0,0
Công nghệ kỹ thuật hóa học,3,1.0954451150103321,13.11836511584644,0,0,0,0,0
Quản trị khách sạn,3,1.2688577540449522,16.856364088343373,0,0,0,0,0
Công nghệ kỹ thuật cơ điện tử,3,1.2,9.53888679208768,0,0,0,0,0
Ngôn ngữ Anh,2,1.5362291495737217,23.354065475072897,0,0,0,0,0
Quản lý tài nguyên và môi trường,5,0.7483314773547882,9.80026026809179,0,0,0,0,0
Kế toán,10,0.0,0.8329679811025518,1,1,0,2,1
Logistics và quản lý chuỗi cung ứng,2,1.4142135623730951,12.738485878417967,0,0,0,0,0
Trí tuệ nhân tạo,2,1.4000000000000001,12.435362230085449,0,0,0,0,0
Logistics và quản lý chuỗi cung ứng,3,0.8,4.35966126092791,0,0,0,0,0
Ngôn ngữ Anh,4,0.6324555320336759,4.793367688317834,0,0,0,0,0
Quản trị dịch vụ du lịch và lữ hành,5,0.4898979485566356,4.81940103722404,0,0,0,0,0
Quản trị dịch vụ du lịch và lữ hành,2,0.66332495807108,13.69803634448007,0,0,0,0,0
Quản trị dịch vụ du lịch và lữ hành,10,0.0,5.258607074317781,1,1,0,2,1
Công nghệ kỹ thuật cơ điện tử,10,0.0,0.8329679811025518,1,1,0,2,1
Công nghệ kỹ thuật môi trường,3,0.6403124237432849,6.9777750047861735,0,0,0,0,0
Khoa học dinh dưỡng và ẩm thực,4,0.66332495807108,10.560636878650499,0,0,0,0,0
Kỹ thuật nhiệt,5,1.2649110640673518,17.075338989302697,0,0,0,0,0
Công nghệ kỹ thuật cơ điện tử,10,0.0,0.8329679811025518,1,1,0,2,1
An toàn thông tin,3,1.6248076809271923,18.61375120348022,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,10,0.0,5.258607074317781,1,1,0,2,1
Ngôn ngữ Trung Quốc,2,1.1874342087037917,14.811729923453143,0,0,0,0,0
Kinh doanh quốc tế,2,0.4898979485566356,5.7548424321673295,0,0,0,0,0
Quản trị nhà hàng và dịch vụ ăn uống,3,1.019803902718557,8.457052039434448,0,0,0,0,0
Công nghệ thông tin,10,0.0,5.258607074317781,1,1,0,2,1
Kế toán,4,0.9433981132056604,9.43746618670195,0,0,0,0,0
"Công nghệ dệt, may",2,0.8717797887081347,11.738136506822393,0,0,0,0,0
Công nghệ vật liệu,3,0.9797958971132712,8.104675187300053,0,0,0,0,0
Marketing,2,0.7999999999999999,12.98755846734604,0,0,0,0,0
Thương mại điện tử,4,0.806225774829855,12.500530033601763,0,0,0,0,0
Logistics và quản lý chuỗi cung ứng,10,0.0,4.4655955789171395,1,1,0,2,1
Công nghệ thực phẩm,3,0.7810249675906654,6.232279002918352,0,0,0,0,0
Thương mại điện tử,2,0.7483314773547882,7.4268816148562795,0,0,0,0,0
Công nghệ kỹ thuật điều khiển và TĐH,2,1.4000000000000001,16.20706690984321,0,0,0,0,0
Logistics và quản lý chuỗi cung ứng,2,0.5,3.3851918216247086,0,0,0,0,0
Công nghệ vật liệu,2,0.9,9.827034121657835,0,0,0,0,0
Khoa học dữ liệu,6,1.2041594578792296,10.40873024679227,0,0,0,0,0
Khoa học dữ liệu,3,0.9797958971132712,17.594108184347167,0,0,0,0,0
Công nghệ tài chính,2,1.4000000000000001,12.12296457796345,0,0,0,0,0
Ngôn ngữ Anh,2,1.5652475842498528,20.368917532448933,0,0,0,0,0
Công nghệ chế tạo máy,2,1.1135528725660042,11.667799634908214,0,0,0,0,0
Quản trị kinh doanh,2,1.3,15.082377424352735,0,0,0,0,0
Công nghệ kỹ thuật cơ điện tử,4,0.9165151389911681,9.816671964005254,0,0,0,0,0
Khoa học dữ liệu,2,1.2489995996796797,21.8384958172805,0,0,0,0,0
Khoa học dinh dưỡng và ẩm thực,2,1.1832159566199232,13.169736024633357,0,0,0,0,0
Logistics và quản lý chuỗi cung ứng,2,0.9,12.381669745381144,0,0,0,0,0
Công nghệ tài chính,4,1.0,20.950701391768497,0,0,0,0,0
Trí tuệ nhân tạo,4,1.3453624047073711,27.160224339043765,0,0,0,0,0
Công nghệ chế tạo máy,3,0.6,4.659397200251234,0,0,0,0,0
An toàn thông tin,8,0.6,2.3459817260643554,0,0,0,0,0
Công nghệ kỹ thuật môi trường,2,0.7483314773547882,8.125022702857008,0,0,0,0,0
Quản trị kinh doanh,4,0.6633249580710798,6.620468488349731,0,0,0,0,0
Công nghệ kỹ thuật điều khiển và TĐH,2,1.0440306508910548,10.428152099643388,0,0,0,0,0
Tài chính ngân hàng,3,0.7483314773547882,8.497815168259908,0,0,0,0,0
Khoa học dinh dưỡng và ẩm thực,2,1.118033988749895,11.061070578470964,0,0,0,0,0
Ngôn ngữ Anh,4,0.5,3.835873856260415,0,0,0,0,0
Công nghệ thực phẩm,10,0.0,0.8329679811025518,1,1,0,2,1
Công nghệ kỹ thuật điện - điện tử,2,0.7810249675906654,11.89616476843258,0,0,0,0,0
Quản trị khách sạn,4,0.45825756949558405,4.890865694335136,0,0,0,0,0
Công nghệ thông tin,3,0.9165151389911681,10.502792214254871,0,0,0,0,0
Công nghệ thông tin,3,0.7810249675906654,8.557465148144725,0,0,0,0,0
Công nghệ thông tin,8,0.3,1.3915097250630284,0,0,0,0,0
Kỹ thuật nhiệt,6,0.39999999999999997,6.819779988839924,0,0,0,0,0
Công nghệ kỹ thuật hóa học,2,1.077032961426901,20.56933118935394,0,0,0,0,0
Công nghệ kỹ thuật cơ điện tử,6,0.806225774829855,8.33582768298825,0,0,0,0,0
Quản trị kinh doanh,10,0.0,11.995187939679855,1,1,0,2,1
Ngôn ngữ Trung Quốc,2,0.9797958971132712,11.0185533327548,0,0,0,0,0
Công nghệ thông tin,6,0.48989794855663565,2.280376065450266,0,0,0,0,0
Quản trị kinh doanh,10,0.0,0.8329679811025518,1,1,0,2,1
Quản trị nhà hàng và dịch vụ ăn uống,10,0.0,5.258607074317781,1,1,0,2,1
Ngôn ngữ Trung Quốc,5,0.9165151389911679,5.876807659366188,0,0,0,0,0
Công nghệ kỹ thuật hóa học,4,0.7745966692414834,5.8394944184265025,0,0,0,0,0
Trí tuệ nhân tạo,2,1.4000000000000001,12.978316750090674,0,0,0,0,0
Quản trị kinh doanh,2,1.4866068747318506,20.499409037977767,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,3,1.1135528725660044,15.065565284124585,0,0,0,0,0
Đảm bảo chất lượng và an toàn thực phẩm,4,1.1357816691600546,13.674622974908782,0,0,0,0,0
An toàn thông tin,3,0.7810249675906654,9.375353727431287,0,0,0,0,0
Du lịch,3,1.118033988749895,12.483236773959748,0,0,0,0,0
Công nghệ tài chính,3,1.2,12.168414590546167,0,0,0,0,0
Ngôn ngữ Trung Quốc,3,1.3416407864998738,15.904584236515374,0,0,0,0,0
Khoa học dinh dưỡng và ẩm thực,3,1.0954451150103321,10.300427959262048,0,0,0,0,0
Marketing,2,1.2,10.898927821215713,0,0,0,0,0
Công nghệ tài chính,1,1.3,11.008950490824171,0,0,0,0,0
Quản lý tài nguyên và môi trường,2,1.32664991614216,23.496898245739626,0,0,0,0,0
Luật kinh tế,2,1.3266499161421599,13.769885136382003,0,0,0,0,0
Khoa học chế biến món ăn,3,1.42828568570857,17.662413718984453,0,0,0,0,0
Ngôn ngữ Anh,3,1.1661903789690602,13.420058900655985,0,0,0,0,0
Công nghệ vật liệu,3,0.9433981132056604,8.706450430626592,0,0,0,0,0
Kế toán,3,1.1874342087037917,12.347730155720296,0,0,0,0,0
Trí tuệ nhân tạo,4,1.5779733838059498,14.574680485508551,0,0,0,0,0
Công nghệ chế biến thủy sản,3,0.8717797887081347,7.394439143454793,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,2,1.6613247725836149,13.456579647543737,0,0,0,0,0
Quản trị khách sạn,3,1.2206555615733703,10.778102787404718,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,2,1.4966629547095764,11.864108472187514,0,0,0,0,0
Quản trị nhà hàng và dịch vụ ăn uống,2,1.019803902718557,12.354566833455854,0,0,0,0,0
Công nghệ kỹ thuật cơ điện tử,2,1.02469507659596,5.553282919156714,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,4,1.4966629547095767,13.191902290883526,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,2,0.9,5.821882178189857,0,0,0,0,0
Công nghệ vật liệu,3,1.1,12.671362319269882,0,0,0,0,0
Quản trị nhà hàng và dịch vụ ăn uống,2,0.9165151389911681,7.477612981808637,0,0,0,0,0
Luật kinh tế,2,1.42828568570857,16.962446305317297,0,0,0,0,0
Công nghệ kỹ thuật điều khiển và TĐH,2,1.2688577540449522,11.113301623178163,0,0,0,0,0
Luật,2,1.445683229480096,20.356122962918246,0,0,0,0,0
Khoa học dữ liệu,2,1.7349351572897473,17.975042358680255,0,0,0,0,0
Công nghệ tài chính,1,1.3416407864998738,10.298733918971914,0,0,0,0,0
Công nghệ vật liệu,2,1.004987562112089,12.977308934650962,0,0,0,0,0
"Công nghệ dệt, may",4,0.45825756949558405,4.493379849601481,0,0,0,0,0
Công nghệ sinh học,8,1.2,11.445409018124778,0,0,0,0,0
Công nghệ sinh học,2,0.9433981132056604,8.334972968575128,0,0,0,0,0
Công nghệ sinh học,2,0.806225774829855,10.058466705252718,0,0,0,0,0
Công nghệ thực phẩm,3,1.118033988749895,19.965321921213263,0,0,0,0,0
Tài chính ngân hàng,10,0.0,5.258607074317781,1,1,0,2,1
Công nghệ thực phẩm,5,0.48989794855663565,3.3713583406462675,0,0,0,0,0
Luật kinh tế,3,0.48989794855663565,3.5191290607719155,0,0,0,0,0
Quản trị dịch vụ du lịch và lữ hành,3,0.8306623862918073,4.826454351016463,0,0,0,0,0
Quản trị dịch vụ du lịch và lữ hành,3,1.3564659966250538,21.2502755251163,0,0,0,0,0
Quản trị dịch vụ du lịch và lữ hành,3,0.7810249675906654,9.85490738635769,0,0,0,0,0
"Công nghệ dệt, may",2,0.48989794855663565,3.864516226328457,0,0,0,0,0
"Công nghệ dệt, may",4,0.6633249580710798,7.671919645205927,0,0,0,0,0
Đảm bảo chất lượng và an toàn thực phẩm,5,0.8306623862918073,8.342919658079047,0,0,0,0,0
"Công nghệ dệt, may",10,0.0,5.258607074317781,1,1,0,2,1
Luật kinh tế,5,0.4472135954999579,1.8103814844850914,0,0,0,0,0
Luật kinh tế,8,0.3,1.9875575373100136,0,0,0,0,0
Công nghệ thông tin,3,1.3,17.14633654055104,0,0,0,0,0
Công nghệ vật liệu,8,0.3,1.9875575373100136,0,0,0,0,0
Marketing,3,0.45825756949558405,1.4693993882628433,0,0,0,0,0
Công nghệ tài chính,6,0.7483314773547882,7.976011424628636,0,0,0,0,0
Luật kinh tế,4,0.45825756949558405,4.890865694335136,0,0,0,0,0
Marketing,3,0.6708203932499369,4.862360938254636,0,0,0,0,0
Công nghệ vật liệu,2,0.7810249675906654,12.503745383004107,0,0,0,0,0
Luật kinh tế,2,0.66332495807108,7.329208470842798,0,0,0,0,0
Luật kinh tế,8,0.4472135954999579,2.4901419180320463,0,0,0,0,0
Công nghệ thông tin,3,1.42828568570857,19.608485141739006,0,0,0,0,0
Quản trị khách sạn,2,1.1832159566199232,9.342517049768881,0,0,0,0,0
Khoa học dữ liệu,3,0.7810249675906654,8.72093245920167,0,0,0,0,0
Công nghệ sinh học,4,0.6708203932499369,5.9621177717987806,0,0,0,0,0
Công nghệ kỹ thuật điều khiển và TĐH,4,0.7,5.967882489203624,0,0,0,0,0
Kỹ thuật nhiệt,10,0.0,5.258607074317781,1,1,0,2,1
Công nghệ kỹ thuật điện - điện tử,3,0.8717797887081347,12.187726650449513,0,0,0,0,0
Công nghệ chế tạo máy,2,0.9433981132056604,12.726757927776541,0,0,0,0,0
"Công nghệ dệt, may",10,0.0,11.995187939679855,1,1,0,2,1
Công nghệ kỹ thuật điện - điện tử,4,1.9595917942265426,32.19946084180652,0,0,1,1,0
Công nghệ kỹ thuật cơ điện tử,6,0.7483314773547882,7.083505569830605,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,4,0.9433981132056604,7.511149298879372,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,10,0.0,5.258607074317781,1,1,0,2,1
"Công nghệ dệt, may",9,0.29999999999999993,3.1893831688445213,0,0,0,0,0
"Công nghệ dệt, may",2,1.445683229480096,31.53096364679705,0,0,1,1,0
"Công nghệ dệt, may",8,0.3,0.865077786066259,0,0,0,0,0
"Công nghệ dệt, may",10,0.0,5.258607074317781,1,1,0,2,1
"Công nghệ dệt, may",3,0.7483314773547882,9.40705995327405,0,0,0,0,0
Công nghệ kỹ thuật cơ điện tử,7,1.2041594578792296,11.180046765126988,0,0,0,0,0
Kinh doanh quốc tế,4,0.6403124237432849,3.511292456757423,0,0,0,0,0
"Công nghệ dệt, may",3,0.6403124237432849,6.967785712825794,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,10,0.0,5.258607074317781,1,1,0,2,1
Công nghệ kỹ thuật điện - điện tử,10,0.0,5.258607074317781,1,1,0,2,1
Kỹ thuật nhiệt,10,0.0,5.258607074317781,1,1,0,2,1
Kỹ thuật nhiệt,8,0.3,1.3915097250630284,0,0,0,0,0
Kỹ thuật nhiệt,7,0.3,6.151287026819308,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,2,0.4898979485566356,4.873434198526574,0,0,0,0,0
Kỹ thuật nhiệt,3,1.3416407864998738,18.71819732576878,0,0,0,0,0
Kỹ thuật nhiệt,5,0.8717797887081347,12.927649057181803,0,0,0,0,0
Công nghệ kỹ thuật cơ điện tử,3,0.48989794855663565,2.67134673809911,0,0,0,0,0
Công nghệ chế tạo máy,5,1.8000000000000003,38.35099165368823,0,0,1,1,0
Công nghệ chế tạo máy,10,0.0,5.258607074317781,1,1,0,2,1
Luật,7,0.45825756949558405,5.0966266960169255,0,0,0,0,0
Tài chính ngân hàng,2,0.7483314773547882,8.100206081804224,0,0,0,0,0
Marketing,3,1.42828568570857,12.126733453750221,0,0,0,0,0
Marketing,10,0.0,5.258607074317781,1,1,0,2,1
Công nghệ kỹ thuật điều khiển và TĐH,5,1.8867962264113207,30.792607029618964,0,0,1,1,0
Du lịch,8,1.2,11.445409018124778,0,0,0,0,0
Quản trị dịch vụ du lịch và lữ hành,2,1.118033988749895,10.254896347062928,0,0,0,0,0
Công nghệ chế tạo máy,10,0.0,5.258607074317781,1,1,0,2,1
Công nghệ chế tạo máy,2,0.9165151389911681,10.291484819490773,0,0,0,0,0
Công nghệ vật liệu,2,1.0440306508910548,13.440361917994927,0,0,0,0,0
Quản trị kinh doanh,6,0.6403124237432849,5.754219852014077,0,0,0,0,0
Kinh doanh thời trang và dệt may,3,0.9165151389911681,8.09280989356217,0,0,0,0,0
Ngôn ngữ Anh,5,0.7810249675906654,17.187080739972323,0,0,0,0,0
Trí tuệ nhân tạo,3,0.7810249675906654,8.328531446361602,0,0,0,0,0
Công nghệ vật liệu,3,1.1874342087037917,12.532173086698753,0,0,0,0,0
Công nghệ vật liệu,3,0.6708203932499369,6.3708811908425576,0,0,0,0,0
Công nghệ thực phẩm,2,1.1,10.743264102876502,0,0,0,0,0
Du lịch,10,0.0,11.995187939679855,1,1,0,2,1
Tài chính ngân hàng,2,1.1357816691600546,16.12449199977622,0,0,0,0,0
Ngôn ngữ Trung Quốc,2,1.284523257866513,19.42246503247531,0,0,0,0,0
Công nghệ chế biến thủy sản,2,1.1874342087037917,9.602214777601926,0,0,0,0,0
Công nghệ kỹ thuật điều khiển và TĐH,10,0.0,11.995187939679855,1,1,0,2,1
Công nghệ kỹ thuật hóa học,2,0.9433981132056604,9.611176403321638,0,0,0,0,0
Tài chính ngân hàng,3,0.8717797887081347,14.783142010943171,0,0,0,0,0
Tài chính ngân hàng,3,1.1135528725660042,9.732847187970584,0,0,0,0,0
Tài chính ngân hàng,4,0.66332495807108,3.5034671155068327,0,0,0,0,0
Công nghệ kỹ thuật điều khiển và TĐH,4,1.4866068747318506,11.93313120323257,0,0,0,0,0
Quản lý tài nguyên và môi trường,4,1.4177446878757827,32.991252154445874,0,0,1,1,0
Quản trị nhà hàng và dịch vụ ăn uống,4,0.9165151389911679,6.773183657438115,0,0,0,0,0
Marketing,2,1.4696938456699067,15.136800048907626,0,0,0,0,0
Trí tuệ nhân tạo,2,1.6155494421403513,16.13806554151587,0,0,0,0,0
Kinh doanh quốc tế,4,0.45825756949558405,3.5258692231255213,0,0,0,0,0
Ngôn ngữ Trung Quốc,3,1.044030650891055,14.457171110364486,0,0,0,0,0
Marketing,3,0.9165151389911681,6.73631341318386,0,0,0,0,0
Du lịch,2,1.2,28.305709942705768,0,0,0,0,0
Ngôn ngữ Trung Quốc,10,0.0,5.258607074317781,1,1,0,2,1
Đảm bảo chất lượng và an toàn thực phẩm,1,1.4866068747318506,29.000124480180084,0,0,0,0,0
Khoa học dinh dưỡng và ẩm thực,3,1.1357816691600546,10.324798651850472,0,0,0,0,0
Tài chính ngân hàng,10,0.0,1.0973051462361,1,1,0,2,1
Quản trị dịch vụ du lịch và lữ hành,1,1.1832159566199232,17.12697989237776,0,0,0,0,0
Quản trị kinh doanh thực phẩm,3,0.7810249675906654,8.518585806694182,0,0,0,0,0
Khoa học chế biến món ăn,10,0.0,0.8329679811025518,1,1,0,2,1
Kế toán,2,0.7745966692414834,7.274240887899251,0,0,0,0,0
Logistics và quản lý chuỗi cung ứng,2,1.0440306508910548,12.855598114146847,0,0,0,0,0
Khoa học dinh dưỡng và ẩm thực,4,0.7810249675906654,8.227244808718948,0,0,0,0,0
Công nghệ sinh học,1,0.9,13.82038900570034,0,0,0,0,0
Quản trị kinh doanh thực phẩm,2,0.8306623862918074,7.617528710730381,0,0,0,0,0
Công nghệ kỹ thuật cơ điện tử,10,0.0,4.4655955789171395,1,1,0,2,1
Quản trị khách sạn,10,0.0,0.8329679811025518,1,1,0,2,1
Quản lý Công nghiệp,2,1.4142135623730951,12.738485878417967,0,0,0,0,0
Quản trị khách sạn,10,0.0,4.4655955789171395,1,1,0,2,1
Công nghệ thông tin,2,1.1,11.062742537861656,0,0,0,0,0
Ngôn ngữ Anh,3,0.9433981132056604,9.386237066019065,0,0,0,0,0
Quản trị dịch vụ du lịch và lữ hành,1,1.1832159566199232,16.063717087583264,0,0,0,0,0
An toàn thông tin,2,0.9433981132056604,10.308776706817422,0,0,0,0,0
Marketing,3,0.5,3.0896525874466945,0,0,0,0,0
Luật kinh tế,10,0.0,0.8329679811025518,1,1,0,2,1
Công nghệ kỹ thuật hóa học,10,0.0,0.8329679811025518,1,1,0,2,1
Ngôn ngữ Anh,10,0.0,5.258607074317781,1,1,0,2,1
Công nghệ chế tạo máy,8,0.6,4.925745445885401,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,5,0.6708203932499369,4.834907912604869,0,0,0,0,0
"Công nghệ dệt, may",3,0.8717797887081347,7.66833453108274,0,0,0,0,0
Công nghệ thực phẩm,4,0.7483314773547882,5.837312634848017,0,0,0,0,0
Công nghệ thực phẩm,2,0.9797958971132712,9.021282287477218,0,0,0,0,0
Đảm bảo chất lượng và an toàn thực phẩm,4,0.9219544457292888,11.054393407558383,0,0,0,0,0
Logistics và quản lý chuỗi cung ứng,3,1.1874342087037917,20.489062223966236,0,0,0,0,0
Kinh doanh quốc tế,6,0.6403124237432849,7.705203936484759,0,0,0,0,0
Kế toán,10,0.0,0.8329679811025518,1,1,0,2,1
Luật,2,1.445683229480096,22.697423723401414,0,0,0,0,0
Công nghệ kỹ thuật cơ điện tử,2,0.7483314773547882,9.750052133408946,0,0,0,0,0
Quản trị kinh doanh,5,1.32664991614216,15.439052567142543,0,0,0,0,0
Thương mại điện tử,3,0.9165151389911681,10.272911649710482,0,0,0,0,0
Quản trị kinh doanh,3,1.019803902718557,15.375898729988696,0,0,0,0,0
Công nghệ kỹ thuật điện - điện tử,2,0.7483314773547882,5.129624895712579,0,0,0,0,0
Công nghệ thực phẩm,3,0.9219544457292888,7.720817266214016,0,0,0,0,0
"Công nghệ dệt, may",2,1.1661903789690602,14.762439205991727,0,0,0,0,0
Công nghệ kỹ thuật môi trường,2,0.7,6.478053427432793,0,0,0,0,0
Quản trị kinh doanh,2,1.2806248474865698,18.07241684018848,0,0,0,0,0
Công nghệ vật liệu,10,0.0,0.8329679811025518,1,1,0,2,1
Tài chính ngân hàng,8,0.4472135954999579,2.2405547703923774,0,0,0,0,0
Công nghệ kỹ thuật môi trường,1,1.5524174696260025,29.31636483937911,0,0,0,0,0
Công nghệ chế tạo máy,4,1.5,13.792893427408291,0,0,0,0,0
Quản trị kinh doanh thực phẩm,10,0.0,5.258607074317781,1,1,0,2,1
Quản trị kinh doanh thực phẩm,2,0.6,9.749292769178306,0,0,0,0,0
Công nghệ thông tin,3,1.1135528725660042,9.128780095012653,0,0,0,0,0
