lat_cat,n,acc_top1,f1_macro,f1_weighted,precision_macro,recall_macro,auc_ovr
đủ dữ liệu · tư vấn TRAIN,11407,0.9818532480056106,0.989293591672735,0.9818441076674747,0.9903425230375095,0.9883524831149169,
đủ dữ liệu · tư vấn VAL,2444,0.7397708674304418,0.6738590978339075,0.733062143405211,0.7055470610845385,0.6579015721721932,
đủ dữ liệu · khám phá TRAIN,11407,0.9211887437538354,0.9525660172142713,0.9218001224233542,0.9637819793620597,0.942976751544664,0.9987438046849585
đủ dữ liệu · khám phá VAL,2444,0.4762684124386252,0.44985307136893143,0.46790530625721793,0.49160446278980824,0.4296029605582419,0.9450275372167547
bỏ vòng tròn · tư vấn VAL,2444,0.6923076923076923,0.515197706432166,0.6717609254309564,0.5433394090166578,0.5184683106951943,
bỏ vòng tròn · khám phá VAL,2444,0.42430441898527005,0.30539904229959003,0.4050734480742319,0.3361078383665621,0.29446310698475786,0.8772851896448688
